type,peak
A,0.503674
C,0.503674
A,0.472586
C,0.472586
A,0.505097
C,0.505097
A,0.475808
C,0.475808
A,0.506925
C,0.506925
A,0.474225
C,0.474225
A,0.505489
C,0.505489
A,0.474039
C,0.474039
A,0.505079
C,0.505079
A,0.475829
C,0.475829
A,0.502779
C,0.502779
A,0.474190
C,0.474190
A,0.504751
C,0.504751
A,0.473611
C,0.473611
A,0.503705
C,0.503705
A,0.473645
C,0.473645
A,0.503180
C,0.503180
A,0.475128
C,0.475128
A,0.503347
C,0.503347
A,0.474570
C,0.474570
A,0.505418
C,0.505418
A,0.474901
C,0.474901
A,0.504481
C,0.504481
A,0.474699
C,0.474699
A,0.504108
C,0.504108
A,0.473743
C,0.473743
A,0.504466
C,0.504466
A,0.473279
C,0.473279
A,0.503384
C,0.503384
A,0.474195
C,0.474195
A,0.504309
C,0.504309
A,0.475912
C,0.475912
A,0.505361
C,0.505361
A,0.474052
C,0.474052
A,0.504904
C,0.504904
A,0.474139
C,0.474139
A,0.503740
C,0.503740
A,0.473149
C,0.473149
A,0.506184
C,0.506184
A,0.473772
C,0.473772
A,0.503674
C,0.503674
A,0.474532
C,0.474532
A,0.504353
C,0.504353
A,0.473259
C,0.473259
A,0.504806
C,0.504806
A,0.472254
C,0.472254
A,0.503498
C,0.503498
A,0.475710
C,0.475710
A,0.504177
C,0.504177
A,0.474428
C,0.474428
A,0.503038
C,0.503038
A,0.472576
C,0.472576
A,0.503468
C,0.503468
A,0.472986
C,0.472986
A,0.503987
C,0.503987
A,0.473354
C,0.473354
A,0.504972
C,0.504972
A,0.474266
C,0.474266
A,0.505123
C,0.505123
A,0.475921
C,0.475921
A,0.504930
C,0.504930
A,0.474209
C,0.474209
A,0.503993
C,0.503993
A,0.474792
C,0.474792
A,0.504391
C,0.504391
A,0.473465
C,0.473465
A,0.504611
C,0.504611
A,0.472377
C,0.472377
A,0.503473
C,0.503473
A,0.475300
C,0.475300
A,0.504104
C,0.504104
A,0.472523
C,0.472523
A,0.505062
C,0.505062
A,0.475018
C,0.475018
A,0.504393
C,0.504393
A,0.474071
C,0.474071
A,0.506440
C,0.506440
A,0.474696
C,0.474696
A,0.504867
C,0.504867
A,0.475927
C,0.475927
A,0.504122
C,0.504122
A,0.474540
C,0.474540
A,0.504702
C,0.504702
A,0.475771
C,0.475771
A,0.504631
C,0.504631
A,0.474985
C,0.474985
A,0.503746
C,0.503746
A,0.475092
C,0.475092
A,0.503712
C,0.503712
A,0.473730
C,0.473730
A,0.503488
C,0.503488
A,0.473043
C,0.473043
A,0.503776
C,0.503776
A,0.473880
C,0.473880
A,0.503373
C,0.503373
A,0.473982
C,0.473982
A,0.504121
C,0.504121
A,0.473595
C,0.473595
A,0.504368
C,0.504368
A,0.473699
C,0.473699
A,0.505550
C,0.505550
A,0.474406
C,0.474406
A,0.504266
C,0.504266
A,0.474085
C,0.474085
A,0.505248
C,0.505248
A,0.474244
C,0.474244
A,0.504347
C,0.504347
A,0.474625
C,0.474625
A,0.505758
C,0.505758
A,0.473619
C,0.473619
A,0.504662
C,0.504662
A,0.473675
C,0.473675
A,0.504106
C,0.504106
A,0.474232
C,0.474232
A,0.504248
C,0.504248
A,0.474071
C,0.474071
A,0.504928
C,0.504928
A,0.473699
C,0.473699
A,0.503742
C,0.503742
A,0.474093
C,0.474093
A,0.504127
C,0.504127
A,0.475913
C,0.475913
A,0.504038
C,0.504038
A,0.475233
C,0.475233
A,0.505384
C,0.505384
A,0.474664
C,0.474664
A,0.506126
C,0.506126
A,0.474885
C,0.474885
A,0.504184
C,0.504184
A,0.473141
C,0.473141
A,0.503863
C,0.503863
A,0.474657
C,0.474657
A,0.504543
C,0.504543
A,0.474454
C,0.474454
A,0.505616
C,0.505616
A,0.474446
C,0.474446
A,0.505555
C,0.505555
A,0.474503
C,0.474503
A,0.502699
C,0.502699
A,0.475800
C,0.475800
A,0.504461
C,0.504461
A,0.474196
C,0.474196
A,0.503869
C,0.503869
A,0.473669
C,0.473669
A,0.503864
C,0.503864
A,0.474441
C,0.474441
A,0.505892
C,0.505892
A,0.474681
C,0.474681
A,0.506401
C,0.506401
A,0.474272
C,0.474272
A,0.506189
C,0.506189
A,0.474850
C,0.474850
A,0.503242
C,0.503242
A,0.473431
C,0.473431
A,0.504229
C,0.504229
A,0.472607
C,0.472607
A,0.504541
C,0.504541
A,0.474649
C,0.474649
A,0.503930
C,0.503930
A,0.473580
C,0.473580
A,0.504734
C,0.504734
A,0.474771
C,0.474771
A,0.504602
C,0.504602
A,0.472722
C,0.472722
A,0.506332
C,0.506332
A,0.473684
C,0.473684
A,0.505644
C,0.505644
A,0.474840
C,0.474840
A,0.505615
C,0.505615
A,0.472028
C,0.472028
A,0.505699
C,0.505699
A,0.474993
C,0.474993
A,0.505011
C,0.505011
A,0.475245
C,0.475245
A,0.504304
C,0.504304
A,0.474043
C,0.474043
A,0.504771
C,0.504771
A,0.473842
C,0.473842
A,0.505213
C,0.505213
A,0.473896
C,0.473896
A,0.504642
C,0.504642
A,0.473568
C,0.473568
A,0.504355
C,0.504355
A,0.475059
C,0.475059
A,0.503490
C,0.503490
A,0.474209
C,0.474209
A,0.504907
C,0.504907
A,0.474038
C,0.474038
A,0.504031
C,0.504031
A,0.474730
C,0.474730
A,0.504074
C,0.504074
A,0.473864
C,0.473864
A,0.505208
C,0.505208
A,0.475396
C,0.475396
A,0.504255
C,0.504255
A,0.473563
C,0.473563
A,0.504454
C,0.504454
A,0.473982
C,0.473982
A,0.504890
C,0.504890
A,0.473303
C,0.473303
