type,peak
A,0.501447
C,0.501447
A,0.533980
C,0.533980
A,0.502344
C,0.502344
A,0.533538
C,0.533538
A,0.502588
C,0.502588
A,0.534427
C,0.534427
A,0.502275
C,0.502275
A,0.534946
C,0.534946
A,0.501813
C,0.501813
A,0.535838
C,0.535838
A,0.502499
C,0.502499
A,0.536597
C,0.536597
A,0.500887
C,0.500887
A,0.534076
C,0.534076
A,0.501124
C,0.501124
A,0.535713
C,0.535713
A,0.500749
C,0.500749
A,0.532465
C,0.532465
A,0.499820
C,0.499820
A,0.534591
C,0.534591
A,0.503825
C,0.503825
A,0.533514
C,0.533514
A,0.503943
C,0.503943
A,0.533710
C,0.533710
A,0.504326
C,0.504326
A,0.534054
C,0.534054
A,0.501187
C,0.501187
A,0.535155
C,0.535155
A,0.502830
C,0.502830
A,0.533576
C,0.533576
A,0.502429
C,0.502429
A,0.534157
C,0.534157
A,0.502021
C,0.502021
A,0.533272
C,0.533272
A,0.502272
C,0.502272
A,0.535752
C,0.535752
A,0.501648
C,0.501648
A,0.532766
C,0.532766
A,0.502003
C,0.502003
A,0.535185
C,0.535185
A,0.500983
C,0.500983
A,0.534020
C,0.534020
A,0.503838
C,0.503838
A,0.534311
C,0.534311
A,0.500813
C,0.500813
A,0.534655
C,0.534655
A,0.501978
C,0.501978
A,0.535501
C,0.535501
A,0.502255
C,0.502255
A,0.535255
C,0.535255
A,0.501934
C,0.501934
A,0.534578
C,0.534578
A,0.503394
C,0.503394
A,0.534646
C,0.534646
A,0.501086
C,0.501086
A,0.534636
C,0.534636
A,0.502016
C,0.502016
A,0.533181
C,0.533181
A,0.503588
C,0.503588
A,0.534978
C,0.534978
A,0.500823
C,0.500823
A,0.534041
C,0.534041
A,0.502506
C,0.502506
A,0.533861
C,0.533861
A,0.501952
C,0.501952
A,0.533540
C,0.533540
A,0.502741
C,0.502741
A,0.534327
C,0.534327
A,0.500199
C,0.500199
A,0.533645
C,0.533645
A,0.502209
C,0.502209
A,0.533468
C,0.533468
A,0.500415
C,0.500415
A,0.534128
C,0.534128
A,0.505029
C,0.505029
A,0.535294
C,0.535294
A,0.504298
C,0.504298
A,0.534542
C,0.534542
A,0.501509
C,0.501509
A,0.533115
C,0.533115
A,0.503381
C,0.503381
A,0.534615
C,0.534615
A,0.502470
C,0.502470
A,0.535521
C,0.535521
A,0.501505
C,0.501505
A,0.534647
C,0.534647
A,0.501739
C,0.501739
A,0.533877
C,0.533877
A,0.503613
C,0.503613
A,0.534578
C,0.534578
A,0.501849
C,0.501849
A,0.533790
C,0.533790
A,0.500315
C,0.500315
A,0.534317
C,0.534317
A,0.500377
C,0.500377
A,0.535543
C,0.535543
A,0.501272
C,0.501272
A,0.534204
C,0.534204
A,0.501846
C,0.501846
A,0.531560
C,0.531560
A,0.503203
C,0.503203
A,0.533701
C,0.533701
A,0.503439
C,0.503439
A,0.533046
C,0.533046
A,0.500666
C,0.500666
A,0.536490
C,0.536490
A,0.501702
C,0.501702
A,0.534212
C,0.534212
A,0.501523
C,0.501523
A,0.534245
C,0.534245
A,0.501243
C,0.501243
A,0.533218
C,0.533218
A,0.502178
C,0.502178
A,0.534028
C,0.534028
A,0.504360
C,0.504360
A,0.533182
C,0.533182
A,0.502191
C,0.502191
A,0.535504
C,0.535504
A,0.502547
C,0.502547
A,0.532369
C,0.532369
A,0.502268
C,0.502268
A,0.533705
C,0.533705
A,0.503084
C,0.503084
A,0.536431
C,0.536431
A,0.501628
C,0.501628
A,0.534056
C,0.534056
A,0.502957
C,0.502957
A,0.533514
C,0.533514
A,0.502793
C,0.502793
A,0.534539
C,0.534539
A,0.502261
C,0.502261
A,0.534894
C,0.534894
A,0.501475
C,0.501475
A,0.535156
C,0.535156
A,0.501312
C,0.501312
A,0.533614
C,0.533614
A,0.502323
C,0.502323
A,0.533849
C,0.533849
A,0.501740
C,0.501740
A,0.535108
C,0.535108
A,0.502545
C,0.502545
A,0.536258
C,0.536258
A,0.502068
C,0.502068
A,0.535553
C,0.535553
A,0.501929
C,0.501929
A,0.534112
C,0.534112
A,0.502544
C,0.502544
A,0.536147
C,0.536147
A,0.503115
C,0.503115
A,0.534883
C,0.534883
A,0.502812
C,0.502812
A,0.532422
C,0.532422
A,0.500988
C,0.500988
A,0.534159
C,0.534159
