TIC,TOC
0.000000,0.271424
0.020223,0.292067
0.041426,0.311866
0.061901,0.333258
0.082615,0.334135
0.103194,0.354389
0.124425,0.375068
0.124456,0.395389
0.145106,0.395817
0.166415,0.416679
0.165347,0.437547
0.186921,0.458864
6.990150,0.457798
0.228834,0.479158
0.249422,0.499815
0.269882,0.521051
0.291804,0.542273
9.431510,0.562306
0.312040,0.562282
0.332718,0.583805
0.332533,0.603692
0.354216,4.244588
0.374289,0.624525
0.394625,0.645429
0.415991,0.666533
0.415718,0.687025
0.436290,0.687151
0.457213,0.707017
0.478081,0.728987
0.478733,0.750073
0.498649,0.749709
0.519742,0.792092
0.541176,0.812669
0.561685,0.812726
0.582621,0.832469
0.602944,0.875082
0.624552,0.875586
0.646241,0.895133
0.646084,0.917105
0.666027,0.937063
0.686700,0.958716
0.708285,0.958026
0.728118,0.979740
0.728320,1.001069
0.749763,1.020822
0.770848,1.042693
0.790466,1.062583
0.812637,1.083523
0.832930,1.083587
0.853465,1.104069
0.874620,1.124767
0.873930,1.145776
0.894733,1.145918
0.915693,1.166773
0.916008,1.187768
0.937191,1.208429
0.957486,1.228168
0.978662,1.229824
0.999519,1.250467
1.018949,1.270860
1.020328,1.292335
1.040603,1.312934
1.061081,1.333531
1.082239,1.353874
1.103254,1.374995
1.124943,1.395649
1.144765,1.416694
1.166487,1.417262
1.186967,1.437217
1.207969,1.458135
1.228698,1.479346
1.249037,1.500195
1.249690,1.519943
1.269750,1.520086
1.291111,1.541636
1.291498,1.563072
1.311949,1.562094
1.332655,1.583068
-8.335185,1.603813
1.353291,1.605383
1.373712,1.625139
1.394884,1.645604
1.395320,1.666784
7.105933,1.687871
1.436616,1.708679
1.457183,
