type,peak
A,0.477302
C,0.477302
A,0.506244
C,0.506244
A,0.476682
C,0.476682
A,0.508572
C,0.508572
A,0.476495
C,0.476495
A,0.506656
C,0.506656
A,0.475524
C,0.475524
A,0.505708
C,0.505708
A,0.476548
C,0.476548
A,0.505801
C,0.505801
A,0.476891
C,0.476891
A,0.506331
C,0.506331
A,0.475655
C,0.475655
A,0.507017
C,0.507017
A,0.476495
C,0.476495
A,0.507391
C,0.507391
A,0.476553
C,0.476553
A,0.507232
C,0.507232
A,0.477611
C,0.477611
A,0.506166
C,0.506166
A,0.477258
C,0.477258
A,0.507051
C,0.507051
A,0.475781
C,0.475781
A,0.505966
C,0.505966
A,0.475736
C,0.475736
A,0.507002
C,0.507002
A,0.475970
C,0.475970
A,0.505757
C,0.505757
A,0.478163
C,0.478163
A,0.505181
C,0.505181
A,0.476707
C,0.476707
A,0.508307
C,0.508307
A,0.475612
C,0.475612
A,0.508338
C,0.508338
A,0.475632
C,0.475632
A,0.508141
C,0.508141
A,0.476409
C,0.476409
A,0.506325
C,0.506325
A,0.476570
C,0.476570
A,0.506808
C,0.506808
A,0.474879
C,0.474879
A,0.507249
C,0.507249
A,0.475780
C,0.475780
A,0.507181
C,0.507181
A,0.475283
C,0.475283
A,0.505579
C,0.505579
A,0.477267
C,0.477267
A,0.505788
C,0.505788
A,0.474824
C,0.474824
A,0.506478
C,0.506478
A,0.477262
C,0.477262
A,0.505615
C,0.505615
A,0.475670
C,0.475670
A,0.506618
C,0.506618
A,0.476803
C,0.476803
A,0.506677
C,0.506677
A,0.476730
C,0.476730
A,0.505427
C,0.505427
A,0.475228
C,0.475228
A,0.506097
C,0.506097
A,0.475207
C,0.475207
A,0.507319
C,0.507319
A,0.475670
C,0.475670
A,0.505713
C,0.505713
A,0.476395
C,0.476395
A,0.506988
C,0.506988
A,0.475874
C,0.475874
A,0.506553
C,0.506553
A,0.477508
C,0.477508
A,0.507300
C,0.507300
A,0.476790
C,0.476790
A,0.507540
C,0.507540
A,0.475979
C,0.475979
A,0.508645
C,0.508645
A,0.477403
C,0.477403
A,0.505997
C,0.505997
A,0.477810
C,0.477810
A,0.507153
C,0.507153
A,0.477489
C,0.477489
A,0.504875
C,0.504875
A,0.476473
C,0.476473
A,0.506882
C,0.506882
A,0.475840
C,0.475840
A,0.505152
C,0.505152
A,0.476512
C,0.476512
A,0.505426
C,0.505426
A,0.475680
C,0.475680
A,0.506707
C,0.506707
A,0.475952
C,0.475952
A,0.507425
C,0.507425
A,0.476231
C,0.476231
A,0.505516
C,0.505516
A,0.477292
C,0.477292
A,0.506528
C,0.506528
A,0.474967
C,0.474967
A,0.504624
C,0.504624
A,0.475617
C,0.475617
A,0.506452
C,0.506452
A,0.476954
C,0.476954
A,0.506491
C,0.506491
A,0.476010
C,0.476010
A,0.505461
C,0.505461
A,0.476567
C,0.476567
A,0.506290
C,0.506290
A,0.475823
C,0.475823
A,0.507938
C,0.507938
A,0.476158
C,0.476158
A,0.507513
C,0.507513
A,0.476798
C,0.476798
A,0.507395
C,0.507395
A,0.476813
C,0.476813
A,0.505767
C,0.505767
A,0.476461
C,0.476461
A,0.507182
C,0.507182
A,0.476327
C,0.476327
A,0.508629
C,0.508629
A,0.477557
C,0.477557
A,0.506595
C,0.506595
A,0.476328
C,0.476328
A,0.506377
C,0.506377
A,0.476203
C,0.476203
A,0.507260
C,0.507260
A,0.476243
C,0.476243
A,0.507374
C,0.507374
A,0.476891
C,0.476891
A,0.506292
C,0.506292
A,0.476736
C,0.476736
A,0.506044
C,0.506044
A,0.476054
C,0.476054
A,0.507747
C,0.507747
A,0.476313
C,0.476313
A,0.507148
C,0.507148
A,0.475668
C,0.475668
A,0.506086
C,0.506086
A,0.477600
C,0.477600
A,0.507603
C,0.507603
A,0.476033
C,0.476033
A,0.505884
C,0.505884
A,0.476959
C,0.476959
A,0.505910
C,0.505910
A,0.476634
C,0.476634
A,0.505886
C,0.505886
A,0.475833
C,0.475833
A,0.507841
C,0.507841
A,0.475347
C,0.475347
A,0.506489
C,0.506489
A,0.476932
C,0.476932
A,0.505889
C,0.505889
A,0.474462
C,0.474462
A,0.507467
C,0.507467
A,0.476820
C,0.476820
A,0.506851
C,0.506851
A,0.476937
C,0.476937
A,0.507400
C,0.507400
A,0.475902
C,0.475902
A,0.504302
C,0.504302
A,0.475900
C,0.475900
A,0.506560
C,0.506560
A,0.476484
C,0.476484
A,0.504832
C,0.504832
A,0.475670
C,0.475670
A,0.506346
C,0.506346
A,0.476463
C,0.476463
A,0.508209
C,0.508209
A,0.475137
C,0.475137
A,0.507720
C,0.507720
A,0.476770
C,0.476770
A,0.506887
C,0.506887
A,0.476507
C,0.476507
