TIC,TOC
0.000000,3.480038
-0.000145,3.480418
0.021047,3.480614
0.020026,3.500128
0.041937,3.500439
0.042061,3.500500
0.041298,3.522095
0.041859,3.521714
0.062239,3.522100
0.062314,3.542259
0.083723,3.541797
0.083452,3.563497
0.084451,3.563460
0.104000,3.583972
0.126010,3.584597
0.125284,3.584445
0.124801,3.605137
0.145652,3.605021
0.145911,3.625568
0.165917,3.646472
0.187775,3.646776
0.187108,3.667334
0.208511,3.667552
0.207881,3.688180
0.208308,3.689529
0.229320,3.708607
0.249566,3.708420
0.249974,3.708684
0.250559,3.730078
0.271697,3.729612
0.271141,3.751233
0.290793,3.750883
0.291117,3.772579
0.292026,3.772411
0.311770,3.792628
0.312838,3.792164
0.333531,3.792623
0.333446,3.812618
0.354319,3.834383
0.375454,3.833959
0.375124,3.854551
0.395770,3.855096
0.396293,3.875465
0.417142,3.875736
0.417350,3.896701
0.436958,3.896493
0.438130,3.916974
0.459168,3.917303
0.458286,3.938159
0.478675,3.959343
0.479058,3.958978
0.500553,3.959007
0.500626,3.980741
0.521203,3.980066
0.520652,4.001303
0.541143,4.021543
0.541808,4.021418
0.562639,4.043108
0.583459,4.041995
0.583782,4.062920
0.604356,4.063214
0.604441,4.063050
0.604803,4.083713
0.624895,4.083430
0.624894,4.104922
0.645772,4.104534
0.645613,4.125605
0.665919,4.125513
0.667350,4.125616
