type,peak
A,0.500308
C,0.500308
A,0.471357
C,0.471357
A,0.502898
C,0.502898
A,0.473307
C,0.473307
A,0.502004
C,0.502004
A,0.472875
C,0.472875
A,0.502832
C,0.502832
A,0.472015
C,0.472015
A,0.501622
C,0.501622
A,0.472573
C,0.472573
A,0.501410
C,0.501410
A,0.473079
C,0.473079
A,0.501034
C,0.501034
A,0.471871
C,0.471871
A,0.501332
C,0.501332
A,0.474419
C,0.474419
A,0.501674
C,0.501674
A,0.472273
C,0.472273
A,0.500927
C,0.500927
A,0.475017
C,0.475017
A,0.502571
C,0.502571
A,0.473087
C,0.473087
A,0.502908
C,0.502908
A,0.471313
C,0.471313
A,0.502509
C,0.502509
A,0.472224
C,0.472224
A,0.500982
C,0.500982
A,0.471072
C,0.471072
A,0.502493
C,0.502493
A,0.471020
C,0.471020
A,0.502865
C,0.502865
A,0.473288
C,0.473288
A,0.502060
C,0.502060
A,0.472474
C,0.472474
A,0.502271
C,0.502271
A,0.471440
C,0.471440
A,0.501485
C,0.501485
A,0.470798
C,0.470798
A,0.499837
C,0.499837
A,0.469825
C,0.469825
A,0.501401
C,0.501401
A,0.472277
C,0.472277
A,0.503370
C,0.503370
A,0.472017
C,0.472017
A,0.504251
C,0.504251
A,0.470906
C,0.470906
A,0.502185
C,0.502185
A,0.471812
C,0.471812
A,0.502440
C,0.502440
A,0.471611
C,0.471611
A,0.501704
C,0.501704
A,0.472829
C,0.472829
A,0.501908
C,0.501908
A,0.470620
C,0.470620
A,0.503489
C,0.503489
A,0.472084
C,0.472084
A,0.500872
C,0.500872
A,0.472952
C,0.472952
A,0.500846
C,0.500846
A,0.472057
C,0.472057
A,0.502375
C,0.502375
A,0.471780
C,0.471780
A,0.502508
C,0.502508
A,0.472033
C,0.472033
A,0.502116
C,0.502116
A,0.471875
C,0.471875
A,0.501496
C,0.501496
A,0.472457
C,0.472457
A,0.501570
C,0.501570
A,0.474132
C,0.474132
A,0.503338
C,0.503338
A,0.473599
C,0.473599
A,0.503643
C,0.503643
A,0.469633
C,0.469633
A,0.503007
C,0.503007
A,0.470592
C,0.470592
A,0.502501
C,0.502501
A,0.471250
C,0.471250
A,0.502599
C,0.502599
A,0.472598
C,0.472598
A,0.502181
C,0.502181
A,0.472042
C,0.472042
A,0.502250
C,0.502250
A,0.471197
C,0.471197
A,0.501304
C,0.501304
A,0.474242
C,0.474242
A,0.500289
C,0.500289
A,0.471975
C,0.471975
A,0.500839
C,0.500839
A,0.471201
C,0.471201
A,0.501323
C,0.501323
A,0.471280
C,0.471280
A,0.501724
C,0.501724
A,0.473045
C,0.473045
A,0.502867
C,0.502867
A,0.472695
C,0.472695
A,0.501197
C,0.501197
A,0.473300
C,0.473300
A,0.502400
C,0.502400
A,0.471804
C,0.471804
A,0.503792
C,0.503792
A,0.472963
C,0.472963
A,0.501234
C,0.501234
A,0.473370
C,0.473370
A,0.502509
C,0.502509
A,0.472080
C,0.472080
A,0.500302
C,0.500302
A,0.472549
C,0.472549
A,0.502513
C,0.502513
A,0.470793
C,0.470793
A,0.502553
C,0.502553
A,0.472880
C,0.472880
A,0.501810
C,0.501810
A,0.474115
C,0.474115
A,0.501636
C,0.501636
A,0.471778
C,0.471778
A,0.501909
C,0.501909
A,0.470992
C,0.470992
A,0.503681
C,0.503681
A,0.471406
C,0.471406
A,0.502459
C,0.502459
A,0.472674
C,0.472674
A,0.502211
C,0.502211
A,0.472116
C,0.472116
A,0.501917
C,0.501917
A,0.472048
C,0.472048
A,0.502342
C,0.502342
A,0.471742
C,0.471742
A,0.502431
C,0.502431
A,0.471258
C,0.471258
A,0.502024
C,0.502024
A,0.471359
C,0.471359
A,0.501486
C,0.501486
A,0.472638
C,0.472638
A,0.502144
C,0.502144
A,0.473566
C,0.473566
A,0.501560
C,0.501560
A,0.472042
C,0.472042
A,0.503665
C,0.503665
A,0.472063
C,0.472063
A,0.502712
C,0.502712
A,0.471212
C,0.471212
A,0.501898
C,0.501898
A,0.471320
C,0.471320
A,0.502455
C,0.502455
A,0.471646
C,0.471646
A,0.501158
C,0.501158
A,0.470450
C,0.470450
A,0.503818
C,0.503818
A,0.473949
C,0.473949
A,0.500858
C,0.500858
A,0.473286
C,0.473286
A,0.502338
C,0.502338
A,0.471139
C,0.471139
A,0.502840
C,0.502840
A,0.472396
C,0.472396
A,0.501465
C,0.501465
A,0.472261
C,0.472261
A,0.502311
C,0.502311
A,0.474300
C,0.474300
A,0.501771
C,0.501771
A,0.471256
C,0.471256
A,0.501679
C,0.501679
