type,peak
A,0.473292
C,0.473292
A,0.501770
C,0.501770
A,0.472429
C,0.472429
A,0.504149
C,0.504149
A,0.472002
C,0.472002
A,0.504837
C,0.504837
A,0.472337
C,0.472337
A,0.503378
C,0.503378
A,0.473768
C,0.473768
A,0.504718
C,0.504718
A,0.474083
C,0.474083
A,0.505903
C,0.505903
A,0.472936
C,0.472936
A,0.503952
C,0.503952
A,0.473276
C,0.473276
A,0.502504
C,0.502504
A,0.472800
C,0.472800
A,0.504737
C,0.504737
A,0.475179
C,0.475179
A,0.110625
C,0.110625
A,0.474371
C,0.474371
A,0.504661
C,0.504661
A,0.473246
C,0.473246
A,0.502125
C,0.502125
A,0.472548
C,0.472548
A,0.501913
C,0.501913
A,0.473438
C,0.473438
A,0.503366
C,0.503366
A,0.471659
C,0.471659
A,0.503918
C,0.503918
A,0.473717
C,0.473717
A,0.502738
C,0.502738
A,0.474461
C,0.474461
A,0.504142
C,0.504142
A,0.473603
C,0.473603
A,0.504575
C,0.504575
A,0.473109
C,0.473109
A,0.503847
C,0.503847
A,0.473124
C,0.473124
A,0.503228
C,0.503228
A,0.473782
C,0.473782
A,0.502626
C,0.502626
A,0.473129
C,0.473129
A,0.503631
C,0.503631
A,0.472817
C,0.472817
A,0.503708
C,0.503708
A,0.473584
C,0.473584
A,0.503507
C,0.503507
A,0.472818
C,0.472818
A,0.504483
C,0.504483
A,0.473610
C,0.473610
A,0.504262
C,0.504262
A,0.473663
C,0.473663
A,0.503922
C,0.503922
A,0.473277
C,0.473277
A,0.502154
C,0.502154
A,0.474424
C,0.474424
A,0.505102
C,0.505102
A,0.472414
C,0.472414
A,0.503461
C,0.503461
A,0.471929
C,0.471929
A,0.503502
C,0.503502
A,0.472558
C,0.472558
A,0.503478
C,0.503478
A,0.473824
C,0.473824
A,0.503783
C,0.503783
A,0.472796
C,0.472796
A,0.503535
C,0.503535
A,0.474397
C,0.474397
A,0.503529
C,0.503529
A,0.473098
C,0.473098
A,0.503483
C,0.503483
A,0.473515
C,0.473515
A,0.505518
C,0.505518
A,0.473836
C,0.473836
A,0.503716
C,0.503716
A,0.116446
C,0.116446
A,0.503259
C,0.503259
A,0.471719
C,0.471719
A,0.503885
C,0.503885
A,0.474644
C,0.474644
A,0.502524
C,0.502524
A,0.472533
C,0.472533
A,0.502896
C,0.502896
A,0.474056
C,0.474056
A,0.504041
C,0.504041
A,0.472137
C,0.472137
A,0.503004
C,0.503004
A,0.473030
C,0.473030
A,0.503559
C,0.503559
A,0.473254
C,0.473254
A,0.503784
C,0.503784
A,0.473873
C,0.473873
A,0.501767
C,0.501767
A,0.474276
C,0.474276
A,0.504403
C,0.504403
A,0.474671
C,0.474671
A,0.502732
C,0.502732
A,0.473596
C,0.473596
A,0.502394
C,0.502394
A,0.471600
C,0.471600
A,0.502391
C,0.502391
A,0.474159
C,0.474159
A,0.503547
C,0.503547
A,0.472951
C,0.472951
A,0.503021
C,0.503021
A,0.473202
C,0.473202
A,0.503456
C,0.503456
A,0.473271
C,0.473271
A,0.502375
C,0.502375
A,0.475454
C,0.475454
A,0.505267
C,0.505267
A,0.474395
C,0.474395
A,0.503947
C,0.503947
A,0.473765
C,0.473765
A,0.504014
C,0.504014
A,0.474250
C,0.474250
A,0.503798
C,0.503798
A,0.471748
C,0.471748
A,0.503935
C,0.503935
A,0.475197
C,0.475197
A,0.504952
C,0.504952
A,0.473283
C,0.473283
A,0.503156
C,0.503156
A,0.475161
C,0.475161
A,0.501912
C,0.501912
A,0.475729
C,0.475729
A,0.504671
C,0.504671
A,0.472696
C,0.472696
A,0.502993
C,0.502993
A,0.473829
C,0.473829
A,0.503134
C,0.503134
A,0.473396
C,0.473396
A,0.503995
C,0.503995
A,0.472139
C,0.472139
A,0.503818
C,0.503818
A,0.472307
C,0.472307
A,0.503875
C,0.503875
A,0.474507
C,0.474507
A,0.503826
C,0.503826
A,0.474250
C,0.474250
A,0.503958
C,0.503958
A,0.472106
C,0.472106
A,0.118772
C,0.118772
A,0.474243
C,0.474243
A,0.504965
C,0.504965
A,0.471254
C,0.471254
A,0.502912
C,0.502912
A,0.473766
C,0.473766
A,0.503521
C,0.503521
A,0.473175
C,0.473175
A,0.504339
C,0.504339
A,0.474498
C,0.474498
A,0.502089
C,0.502089
A,0.472778
C,0.472778
A,0.503244
C,0.503244
A,0.472442
C,0.472442
A,0.504095
C,0.504095
A,0.474063
C,0.474063
A,0.504707
C,0.504707
A,0.474508
C,0.474508
A,0.502972
C,0.502972
A,0.473578
C,0.473578
A,0.502967
C,0.502967
A,0.473657
C,0.473657
A,0.502766
C,0.502766
A,0.473024
C,0.473024
A,0.504279
C,0.504279
A,0.474927
C,0.474927
A,0.502800
C,0.502800
A,0.123547
C,0.123547
A,0.504125
C,0.504125
A,0.474687
C,0.474687
A,0.502527
C,0.502527
A,0.473231
C,0.473231
A,0.503306
C,0.503306
A,0.474947
C,0.474947
A,0.504493
C,0.504493
A,0.474286
C,0.474286
A,0.505356
C,0.505356
A,0.472375
C,0.472375
A,0.503415
C,0.503415
A,0.473132
C,0.473132
A,0.502586
C,0.502586
A,0.472766
C,0.472766
A,0.503014
C,0.503014
A,0.474704
C,0.474704
A,0.503851
C,0.503851
