TIC,TOC
0.000000,0.292233
0.270586,0.562606
0.541087,0.833259
0.812198,1.104676
1.083329,1.396352
1.374218,1.666985
1.645397,1.938281
1.917003,2.209103
2.207868,2.500997
2.479192,2.770379
2.748410,3.042364
3.020633,3.333786
3.312381,3.604682
3.583632,3.875306
3.853271,4.166872
4.145628,4.438191
4.416251,4.710407
4.688329,4.979620
4.958586,5.250786
5.228738,5.542180
5.520461,5.792519
5.791781,6.083657
6.062227,6.375722
6.353595,6.647401
6.625671,6.918069
6.895423,7.188205
7.165859,7.479724
7.457724,7.751001
7.728924,8.021630
7.999825,8.292209
8.271222,8.562237
8.540821,8.854538
8.833719,9.125694
9.104387,9.395843
9.374746,9.667574
9.645882,9.958679
9.937813,-9.770372
-9.791863,-9.500130
-9.520745,-9.228765
-9.228720,-8.936454
-8.958723,-8.665114
-8.687522,-8.375318
-8.396197,-8.104100
-8.125810,-7.832586
-7.854460,-7.562312
-7.583346,-7.291217
-7.312737,-7.020663
-7.041348,-6.748488
-6.770877,-6.457284
-6.479288,-6.186899
-6.208098,-5.916992
-5.937530,-5.645524
-5.666995,-5.375318
-5.395622,-5.103268
-5.125462,-4.812142
-4.832668,-4.541308
-4.562199,-4.270185
-4.292427,-3.978683
-4.000667,-3.707822
-3.730155,-3.437335
-3.458981,-3.165677
-3.187300,-2.894695
-2.896461,-2.603846
-2.625229,-2.332022
-2.353386,-2.062067
-2.083736,-1.791218
-1.791363,-1.499014
-1.520693,-1.228793
-1.249745,-0.958294
-0.979123,-0.665751
-0.687902,-0.395582
-0.417249,-0.124901
-0.124990,0.167692
0.145485,0.437931
0.417852,0.708890
