TIC,TOC
1.924700,2.049615
2.174659,2.299595
2.424636,2.549573
2.674637,2.799574
2.924658,3.049615
3.174700,3.299657
3.424741,3.549719
3.674825,3.799782
3.924888,4.049866
4.174949,4.299928
4.425012,4.549970
4.675054,4.800012
4.925074,5.050012
5.175075,5.300012
5.425054,5.549970
5.675011,5.799929
5.924970,6.049865
6.174887,6.299782
6.424824,6.549719
6.674741,6.799657
6.924700,7.049615
7.174657,7.299574
7.424637,7.549573
7.674637,7.799595
7.924658,8.049616
8.174699,8.299657
8.424762,8.549720
8.674825,8.799803
8.924887,9.049866
9.174950,9.299929
9.425012,9.549970
9.675054,9.799990
9.925074,10.050012
10.175075,10.299990
10.425053,10.549970
10.674991,10.799907
10.924950,11.049844
11.174866,11.299782
11.424804,11.549698
11.674741,11.799636
11.924677,12.049616
12.174657,12.299574
12.424636,12.549574
12.674637,12.799595
12.924679,13.049636
13.174699,13.299678
13.424762,13.549741
13.674845,13.799803
13.924908,14.049886
14.174970,14.299948
14.425033,14.549991
14.675074,14.800012
14.925095,15.050032
15.175075,15.300011
15.425053,15.549991
15.675033,15.799928
15.924972,16.049866
16.174886,16.299802
16.424825,16.549740
16.674762,16.799678
16.924700,17.049636
17.174679,17.299616
17.424658,17.549595
17.674657,17.799616
17.924679,18.049657
18.174741,18.299699
18.424783,18.549761
18.674866,18.799824
18.924929,19.049907
19.174991,19.299970
19.425054,19.550011
19.675074,19.800033
19.925095,20.050033
20.175075,20.300011
20.425054,20.549969
20.675012,20.799927
20.924949,21.049866
21.174888,21.299803
21.424825,21.549720
21.674762,21.799678
21.924698,22.049636
22.174678,22.299594
22.424657,22.549595
22.674658,
