TIC,TOC
0.000000,0.251842
0.021146,0.251346
0.021190,0.230319
-0.020577,0.209194
-0.062084,0.147196
-0.123300,0.064077
-0.186864,0.001523
-0.249605,-0.041090
-0.291158,-0.081823
-0.332773,-0.102750
-0.353574,-0.103218
-0.332383,-0.082084
-0.290672,-0.040258
-0.249430,0.022118
-0.186477,0.085482
-0.124073,0.147447
-0.062138,0.188668
-0.020196,0.209333
0.000710,0.230650
0.000758,0.210045
-0.020368,0.189051
-0.061878,0.147771
-0.125192,0.084915
-0.186962,0.022035
-0.248741,-0.040508
-0.312414,-0.102572
-0.353901,-0.123210
-0.352951,-0.122931
-0.353176,-0.103349
-0.311935,-0.061028
-0.270424,-0.020232
-0.207902,0.063570
-0.145425,0.105139
-0.103909,0.167212
-0.041364,0.209854
-0.019170,0.209192
-0.020344,0.210214
-0.019587,0.188663
-0.062115,0.146501
-0.124909,0.084872
-0.187036,0.001274
-0.269924,-0.061154
-0.311289,-0.102309
-0.353863,-0.144046
-0.374595,-0.143835
-0.373869,-0.123522
-0.353803,-0.103245
-0.312025,-0.041301
-0.249625,0.022331
-0.186312,0.084066
-0.124814,0.126561
-0.082946,0.168322
-0.040325,0.209975
-0.019719,0.209687
-0.041478,0.189073
-0.061985,0.146986
-0.104017,0.084342
-0.165651,0.022383
-0.229249,-0.040582
-0.291121,-0.081473
-0.332373,-0.123759
-0.374487,-0.144852
-0.375124,-0.144373
-0.353895,-0.123823
-0.333399,-0.061055
-0.269585,-0.019698
-0.206877,0.064250
-0.145070,0.127218
-0.083364,0.167358
-0.041160,0.189660
-0.020162,0.209206
-0.040802,0.188932
-0.061648,0.147338
-0.103391,0.105449
-0.166142,0.043923
-0.207565,-0.018718
-0.290195,-0.081968
-0.332385,-0.123338
-0.354359,-0.144647
-0.374649,-0.143715
-0.353705,-0.123054
-0.332726,-0.061680
-0.290793,-0.019796
-0.229269,0.042854
