TIC,TOC
1.801761,1.927095
2.052012,2.177345
2.302261,2.427596
2.552511,2.677845
2.802761,2.928096
3.053011,3.178345
3.303261,3.428595
3.553512,3.678845
3.803762,3.929095
4.054011,4.179345
4.304261,4.429595
4.554511,4.679845
4.804762,4.930094
5.055011,5.180324
5.305240,5.430575
5.555491,5.680824
5.805739,5.931075
6.055991,6.181325
6.306241,6.431575
6.556491,6.681824
6.806762,6.932095
7.056990,7.182324
7.307240,7.432595
7.557490,7.682823
7.807741,7.933095
8.057990,8.183325
8.308241,8.433575
8.558490,8.683824
8.808741,8.934074
9.058990,9.184325
9.309239,9.434575
9.559490,9.684824
9.809740,9.935074
10.059990,10.185324
10.310240,10.435595
10.560491,10.685825
10.810741,10.936095
11.061011,11.186324
11.311262,11.436595
11.561511,11.686845
11.811761,11.937095
12.062012,12.187345
12.312261,12.437595
12.562511,12.687846
12.812761,12.938095
13.063011,13.188346
13.313261,13.438595
13.563512,13.688845
13.813761,13.939095
14.064012,14.189345
14.314261,14.439596
14.564512,14.689846
14.814761,14.940096
15.065011,15.190346
15.315262,15.440595
15.565511,15.690846
15.815761,15.941095
16.066010,16.191346
16.316261,16.441595
16.566511,16.691845
16.816762,16.942095
17.067011,17.192345
17.317261,17.442596
17.567512,17.692845
17.817761,17.943116
18.068032,18.193365
18.318283,18.443616
18.568511,18.693845
18.818782,18.944116
19.069032,19.194366
19.319281,19.444615
19.569532,19.694866
19.819761,19.945095
20.070011,20.195367
20.320282,20.445616
20.570532,20.695866
20.820782,20.946116
21.071032,21.196366
21.321282,21.446616
21.571533,21.696866
