TIC,TOC
1.923471,2.048115
2.173221,2.297887
2.422991,2.547657
2.672762,2.797407
2.922512,3.047179
3.172284,3.296949
3.422033,3.546698
3.671804,3.796470
3.921575,4.046219
4.171345,4.295991
4.421096,4.545761
4.670866,4.795511
4.920616,5.045282
5.170387,5.295052
5.420158,5.544824
5.669929,5.794574
5.919700,6.044345
6.169450,6.294116
6.419220,6.543886
6.668991,6.793636
6.918741,7.043407
7.168512,7.293178
7.418282,7.542928
7.668032,7.792698
7.917804,8.042470
8.167575,8.292220
8.417323,8.541991
8.667095,8.791761
8.916866,9.041532
9.166637,9.291282
9.416388,9.541053
9.666158,9.790803
9.915908,10.040574
10.165679,10.290345
10.415449,10.540095
10.665200,10.789866
10.914971,11.039637
11.164741,11.289386
11.414491,11.539158
11.664262,11.788907
11.914033,12.038677
12.163782,12.288448
12.413554,12.538199
12.663303,12.787970
12.913074,13.037720
13.162824,13.287489
13.412595,13.537262
13.662366,13.787011
13.912116,14.036782
14.161887,14.286531
14.411638,14.536304
14.661408,14.786053
14.911159,15.035824
15.160928,15.285594
15.410699,15.535365
15.660470,15.785116
15.910220,16.034887
16.159991,16.284658
16.409763,16.534407
16.659511,16.784178
16.909283,17.033949
17.159053,17.283697
17.408803,17.533469
17.658574,17.783219
17.908324,18.032991
18.158096,18.282762
18.407867,18.532511
18.657637,18.782283
18.907386,
