TIC,TOC
0.000000,0.354792
0.020635,0.376194
0.062772,0.396726
0.083649,0.438476
0.104660,0.460147
0.146467,0.500566
0.187949,0.522507
0.208791,0.564297
0.251256,0.605588
0.271888,0.626320
0.313315,0.667656
0.333971,0.688706
0.375418,0.731131
0.395903,0.751249
0.437845,0.793389
0.458767,0.813816
0.499324,0.855025
0.521880,0.876499
0.562445,0.918131
0.583143,0.939394
0.625772,0.980902
0.666718,1.001561
0.687698,1.043020
0.729388,1.084152
0.750403,1.105541
0.791808,1.147805
0.813014,1.167600
0.854344,1.210385
0.875443,1.230312
0.917749,1.271520
0.958689,1.313696
0.979661,1.334745
1.021496,1.376221
1.041912,1.396538
1.083950,1.417823
1.106198,1.459069
1.126221,1.479876
1.167750,1.522385
1.209534,1.564072
1.251268,1.605880
1.271292,1.625929
1.313081,1.668956
1.354998,1.709977
1.375393,1.730779
1.416879,1.771799
1.458714,1.813746
1.478627,1.834906
1.522714,1.876645
1.563403,1.917590
1.583554,1.938502
1.625462,1.980459
1.646440,2.001552
1.687764,2.043233
1.730201,2.062713
1.750608,2.104819
1.791394,2.146549
1.812834,2.168219
1.854867,2.209162
1.896345,2.251241
1.917425,2.272090
1.959071,2.313330
2.000853,2.354926
2.021808,2.376188
2.063181,2.417769
2.083687,2.439111
2.125103,2.481140
2.167397,2.521704
2.188110,2.543148
2.229529,2.584306
2.250277,2.605443
