type,peak
A,0.474128
C,0.474128
A,0.504662
C,0.504662
A,0.474125
C,0.474125
A,0.504207
C,0.504207
A,0.474498
C,0.474498
A,0.503779
C,0.503779
A,0.473604
C,0.473604
A,0.505635
C,0.505635
A,0.474456
C,0.474456
A,0.504477
C,0.504477
A,0.474897
C,0.474897
A,0.503288
C,0.503288
A,0.474010
C,0.474010
A,0.504777
C,0.504777
A,0.473375
C,0.473375
A,0.504816
C,0.504816
A,0.474389
C,0.474389
A,0.506890
C,0.506890
A,0.473290
C,0.473290
A,0.503921
C,0.503921
A,0.473302
C,0.473302
A,0.504678
C,0.504678
A,0.472479
C,0.472479
A,0.503125
C,0.503125
A,0.474071
C,0.474071
A,0.502922
C,0.502922
A,0.474315
C,0.474315
A,0.505505
C,0.505505
A,0.474968
C,0.474968
A,0.504585
C,0.504585
A,0.475078
C,0.475078
A,0.504279
C,0.504279
A,0.472911
C,0.472911
A,0.504457
C,0.504457
A,0.474600
C,0.474600
A,0.505242
C,0.505242
A,0.475082
C,0.475082
A,0.505494
C,0.505494
A,0.475222
C,0.475222
A,0.506435
C,0.506435
A,0.473710
C,0.473710
A,0.503298
C,0.503298
A,0.473966
C,0.473966
A,0.504737
C,0.504737
A,0.475464
C,0.475464
A,0.503081
C,0.503081
A,0.472580
C,0.472580
A,0.503859
C,0.503859
A,0.473989
C,0.473989
A,0.504059
C,0.504059
A,0.474449
C,0.474449
A,0.505128
C,0.505128
A,0.473523
C,0.473523
A,0.503807
C,0.503807
A,0.475832
C,0.475832
A,0.505197
C,0.505197
A,0.472810
C,0.472810
A,0.504074
C,0.504074
A,0.473323
C,0.473323
A,0.503898
C,0.503898
A,0.474111
C,0.474111
A,0.504176
C,0.504176
A,0.473339
C,0.473339
A,0.504537
C,0.504537
A,0.473119
C,0.473119
A,0.503651
C,0.503651
A,0.474016
C,0.474016
A,0.506141
C,0.506141
A,0.474254
C,0.474254
A,0.504714
C,0.504714
A,0.473059
C,0.473059
A,0.506420
C,0.506420
A,0.473571
C,0.473571
A,0.502819
C,0.502819
A,0.472685
C,0.472685
A,0.504719
C,0.504719
A,0.473395
C,0.473395
A,0.504498
C,0.504498
A,0.473524
C,0.473524
A,0.504540
C,0.504540
A,0.473626
C,0.473626
A,0.505282
C,0.505282
A,0.473033
C,0.473033
A,0.502982
C,0.502982
A,0.472972
C,0.472972
A,0.503447
C,0.503447
A,0.472465
C,0.472465
A,0.504198
C,0.504198
A,0.474154
C,0.474154
A,0.502450
C,0.502450
A,0.474722
C,0.474722
A,0.504738
C,0.504738
A,0.476388
C,0.476388
A,0.503981
C,0.503981
A,0.474854
C,0.474854
A,0.503555
C,0.503555
A,0.473300
C,0.473300
A,0.504966
C,0.504966
A,0.474386
C,0.474386
A,0.503833
C,0.503833
A,0.474889
C,0.474889
A,0.505766
C,0.505766
A,0.474127
C,0.474127
A,0.502269
C,0.502269
A,0.473532
C,0.473532
A,0.505057
C,0.505057
A,0.475372
C,0.475372
A,0.503049
C,0.503049
A,0.473530
C,0.473530
A,0.504491
C,0.504491
A,0.474608
C,0.474608
A,0.503827
C,0.503827
A,0.473797
C,0.473797
A,0.502181
C,0.502181
A,0.474136
C,0.474136
A,0.503942
C,0.503942
A,0.474176
C,0.474176
A,0.504716
C,0.504716
A,0.473883
C,0.473883
A,0.504424
C,0.504424
A,0.474471
C,0.474471
A,0.503043
C,0.503043
A,0.474573
C,0.474573
A,0.503177
C,0.503177
A,0.473904
C,0.473904
A,0.503638
C,0.503638
A,0.474385
C,0.474385
A,0.504621
C,0.504621
A,0.472809
C,0.472809
A,0.505507
C,0.505507
A,0.471900
C,0.471900
A,0.502705
C,0.502705
A,0.473895
C,0.473895
A,0.504094
C,0.504094
A,0.472876
C,0.472876
A,0.503890
C,0.503890
A,0.474541
C,0.474541
A,0.504927
C,0.504927
A,0.472746
C,0.472746
A,0.504203
C,0.504203
A,0.473747
C,0.473747
A,0.504801
C,0.504801
A,0.474742
C,0.474742
A,0.504736
C,0.504736
A,0.472794
C,0.472794
A,0.505415
C,0.505415
A,0.473172
C,0.473172
A,0.503932
C,0.503932
A,0.474243
C,0.474243
A,0.504264
C,0.504264
A,0.474203
C,0.474203
A,0.503721
C,0.503721
A,0.473033
C,0.473033
A,0.503934
C,0.503934
A,0.473269
C,0.473269
A,0.502454
C,0.502454
A,0.475143
C,0.475143
