TIC,TOC
1.925013,2.049865
2.174991,2.299845
2.424970,2.549823
2.674949,2.799803
2.924928,3.049782
3.174908,3.299782
3.424908,3.549761
3.674887,3.799741
3.924866,4.049719
4.174846,4.299698
4.424823,4.549699
4.674803,4.799678
4.924803,5.049656
5.174782,5.299636
5.424761,5.549636
5.674741,5.799594
5.924719,6.049594
6.174699,6.299573
6.424699,6.549552
6.674657,6.799532
6.924637,7.049511
7.174615,7.299490
7.424595,7.549470
7.674574,7.799428
7.924553,8.049428
8.174533,8.299386
8.424512,8.549385
8.674491,8.799365
8.924490,9.049344
9.174470,9.299324
9.424448,9.549303
9.674429,9.799281
9.924408,10.049260
10.174387,10.299240
10.424345,10.549219
10.674345,10.799199
10.924325,11.049177
11.174303,11.299156
11.424282,11.549136
11.674261,11.799115
11.924241,12.049094
12.174220,12.299073
12.424199,12.549073
12.674199,12.799052
12.924178,13.049032
13.174157,13.299010
13.424136,13.548990
13.674115,13.798970
13.924095,14.048948
14.174075,14.298928
14.424053,14.548907
14.674033,14.798886
14.924011,15.048865
15.173991,15.298845
15.423970,15.548823
15.673949,15.798801
15.923929,16.048803
16.173908,16.298762
16.423886,16.548761
16.673866,16.798740
16.923866,17.048719
17.173845,17.298698
17.423825,17.548678
17.673802,17.798677
17.923782,18.048657
