TIC,TOC
0.000000,0.209352
0.020406,0.229661
0.043073,0.249619
0.062971,0.271281
0.104382,0.292075
0.125035,0.312599
0.146804,0.334039
0.166612,0.355232
0.187289,0.375288
0.229520,0.417284
0.229681,0.417568
0.249459,0.458855
0.271664,0.480387
0.312816,0.500183
0.333337,0.521685
0.353643,0.542316
0.374500,0.563559
0.395841,0.583579
0.416648,0.604934
0.438169,0.625952
0.457481,0.647266
0.480198,0.667411
0.499539,0.688687
0.541387,0.730806
0.562482,0.750404
0.562718,0.771480
0.604186,0.791929
0.625019,0.812923
0.645837,0.834297
0.666395,0.855571
0.687044,0.875758
0.708417,0.896777
0.728747,0.917366
0.749769,0.938024
0.770662,0.959941
0.813209,1.001195
0.833702,1.021623
0.854935,1.042572
0.875246,1.063047
0.916793,1.105427
0.916343,1.125408
0.937222,1.146030
0.979278,1.168073
1.000258,1.188437
1.021473,1.208542
1.041224,1.229647
1.062474,1.250990
1.084254,1.271547
1.103742,1.292250
1.125188,1.312736
1.146117,1.334393
1.166880,1.355082
1.187653,1.375712
1.207993,1.396720
1.229172,1.417885
1.249624,1.437726
1.271130,1.458910
1.291427,1.479710
1.313602,1.501119
1.332605,1.542383
1.354065,1.542668
1.375883,1.584348
1.417602,1.604438
1.436784,1.626020
1.436654,1.625349
1.458175,1.667856
1.500235,1.688039
1.521573,1.708117
1.541743,1.729559
1.562013,1.750856
1.583503,1.792169
1.604244,
