type,peak
A,0.474232
C,0.474232
A,0.505120
C,0.505120
A,0.474603
C,0.474603
A,0.506140
C,0.506140
A,0.474570
C,0.474570
A,0.506569
C,0.506569
A,0.474662
C,0.474662
A,0.505354
C,0.505354
A,0.476195
C,0.476195
A,0.504226
C,0.504226
A,0.476278
C,0.476278
A,0.504880
C,0.504880
A,0.474911
C,0.474911
A,0.505919
C,0.505919
A,0.475901
C,0.475901
A,0.506524
C,0.506524
A,0.475163
C,0.475163
A,0.504847
C,0.504847
A,0.474601
C,0.474601
A,0.506316
C,0.506316
A,0.474205
C,0.474205
A,0.504332
C,0.504332
A,0.474271
C,0.474271
A,0.506503
C,0.506503
A,0.475428
C,0.475428
A,0.507067
C,0.507067
A,0.474821
C,0.474821
A,0.505490
C,0.505490
A,0.475106
C,0.475106
A,0.507041
C,0.507041
A,0.475701
C,0.475701
A,0.505571
C,0.505571
A,0.475962
C,0.475962
A,0.506378
C,0.506378
A,0.475365
C,0.475365
A,0.506337
C,0.506337
A,0.474019
C,0.474019
A,0.504949
C,0.504949
A,0.474933
C,0.474933
A,0.505220
C,0.505220
A,0.473111
C,0.473111
A,0.505702
C,0.505702
A,0.475819
C,0.475819
A,0.504760
C,0.504760
A,0.475049
C,0.475049
A,0.506285
C,0.506285
A,0.475419
C,0.475419
A,0.505932
C,0.505932
A,0.475609
C,0.475609
A,0.505369
C,0.505369
A,0.474740
C,0.474740
A,0.504972
C,0.504972
A,0.475347
C,0.475347
A,0.506559
C,0.506559
A,0.474426
C,0.474426
A,0.507057
C,0.507057
A,0.475463
C,0.475463
A,0.504886
C,0.504886
A,0.474936
C,0.474936
A,0.504014
C,0.504014
A,0.474571
C,0.474571
A,0.504905
C,0.504905
A,0.476571
C,0.476571
A,0.505361
C,0.505361
A,0.476106
C,0.476106
A,0.506247
C,0.506247
A,0.475102
C,0.475102
A,0.503884
C,0.503884
A,0.474643
C,0.474643
A,0.505452
C,0.505452
A,0.473938
C,0.473938
A,0.504639
C,0.504639
A,0.474032
C,0.474032
A,0.507698
C,0.507698
A,0.475120
C,0.475120
A,0.505428
C,0.505428
A,0.473684
C,0.473684
A,0.506260
C,0.506260
A,0.475304
C,0.475304
A,0.507275
C,0.507275
A,0.474575
C,0.474575
A,0.505797
C,0.505797
A,0.476430
C,0.476430
A,0.506034
C,0.506034
A,0.474163
C,0.474163
A,0.505263
C,0.505263
A,0.473749
C,0.473749
A,0.505900
C,0.505900
A,0.476167
C,0.476167
A,0.505571
C,0.505571
A,0.474258
C,0.474258
A,0.503990
C,0.503990
A,0.476160
C,0.476160
A,0.505315
C,0.505315
A,0.475854
C,0.475854
A,0.503981
C,0.503981
A,0.473772
C,0.473772
A,0.507626
C,0.507626
A,0.475563
C,0.475563
A,0.506406
C,0.506406
A,0.475813
C,0.475813
A,0.503652
C,0.503652
A,0.474436
C,0.474436
A,0.505369
C,0.505369
A,0.475053
C,0.475053
A,0.505285
C,0.505285
A,0.475080
C,0.475080
A,0.505395
C,0.505395
A,0.474900
C,0.474900
A,0.506230
C,0.506230
A,0.475287
C,0.475287
A,0.503959
C,0.503959
A,0.475506
C,0.475506
A,0.505276
C,0.505276
A,0.473802
C,0.473802
A,0.506104
C,0.506104
A,0.475388
C,0.475388
A,0.505059
C,0.505059
A,0.474479
C,0.474479
A,0.504809
C,0.504809
A,0.474946
C,0.474946
A,0.504975
C,0.504975
A,0.474762
C,0.474762
A,0.504282
C,0.504282
A,0.474497
C,0.474497
A,0.506290
C,0.506290
A,0.474425
C,0.474425
A,0.505101
C,0.505101
A,0.474380
C,0.474380
A,0.504953
C,0.504953
A,0.473179
C,0.473179
A,0.504903
C,0.504903
A,0.475734
C,0.475734
A,0.505402
C,0.505402
A,0.476476
C,0.476476
A,0.504507
C,0.504507
A,0.473843
C,0.473843
A,0.504506
C,0.504506
A,0.473419
C,0.473419
A,0.505559
C,0.505559
A,0.475249
C,0.475249
A,0.507448
C,0.507448
A,0.475167
C,0.475167
A,0.504989
C,0.504989
A,0.475195
C,0.475195
A,0.504045
C,0.504045
A,0.475907
C,0.475907
A,0.506678
C,0.506678
A,0.477735
C,0.477735
A,0.505318
C,0.505318
A,0.475800
C,0.475800
A,0.504858
C,0.504858
A,0.476029
C,0.476029
A,0.505286
C,0.505286
A,0.475541
C,0.475541
A,0.505110
C,0.505110
A,0.475564
C,0.475564
A,0.505291
C,0.505291
A,0.476644
C,0.476644
A,0.504945
C,0.504945
