TIC,TOC
1.924637,2.049406
2.174554,2.299344
2.424491,2.549261
2.674408,2.799177
2.924345,3.049115
3.174262,3.299032
3.424179,3.548969
3.674116,3.798886
3.924032,4.048802
4.173970,4.298740
4.423887,4.548657
4.673803,4.798572
4.923721,5.048490
5.173656,5.298427
5.423574,5.548344
5.673491,5.798261
5.923428,6.048199
6.173345,6.298115
6.423261,6.548032
6.673178,6.797948
6.923116,7.047885
7.173033,7.297802
7.422950,7.547719
7.672970,7.797844
7.923095,8.047969
8.173220,8.298095
8.423345,8.548218
8.673470,8.798344
8.923594,9.048469
9.173720,9.298595
9.423845,9.548719
9.673991,9.798845
9.924115,10.048969
10.174241,10.299115
10.424346,10.549240
10.674490,10.799365
10.924616,11.049490
11.174740,11.299615
11.424866,11.549741
11.674991,11.799865
11.925116,12.049989
12.175241,12.300115
12.425366,12.550241
12.675492,12.800365
12.925636,13.050511
13.175762,13.300636
13.425887,13.550761
13.676012,13.800886
13.926136,14.051011
14.176262,14.301136
14.426387,14.551261
14.676511,14.801407
14.926657,15.051532
15.176679,15.301449
15.426595,15.551365
15.676512,15.801303
15.926449,16.051219
16.176365,16.301136
16.426282,16.551073
16.676220,16.800991
16.926136,17.050907
17.176074,17.300845
17.425990,17.550760
17.675908,17.800679
17.925845,18.050615
18.175761,18.300532
18.425678,18.550448
18.675614,18.800385
18.925532,19.050303
19.175470,19.300239
19.425387,19.550156
19.675304,19.800073
19.925219,20.050011
20.175158,20.299928
20.425074,20.549844
20.674991,20.799761
20.924928,21.049698
21.174845,21.299615
21.424762,21.549532
21.674700,21.799469
21.924615,22.049386
22.174554,22.299324
22.424470,22.549241
22.674512,22.799364
22.924637,23.049511
23.174762,23.299615
23.424887,23.549761
23.675012,23.799886
23.925135,24.050011
24.175262,24.300136
24.425387,24.550260
24.675512,24.800386
24.925658,25.050532
25.175782,25.300656
25.425908,25.550782
25.676032,25.800907
25.926157,26.051032
26.176282,26.301157
26.426407,26.551283
26.676532,26.801428
26.926679,27.051553
27.176804,27.301677
27.426928,27.551803
27.677054,27.801928
27.927178,28.052052
28.177304,28.302178
28.427450,28.552323
28.677575,28.802449
28.927700,29.052573
29.177824,29.302698
29.427949,29.552823
29.678075,29.802948
29.928198,30.053074
30.178325,30.303199
30.428448,30.553324
30.678574,30.803449
30.928699,31.053574
31.178824,31.303698
31.428950,31.553823
31.679075,31.803948
31.929199,32.054074
32.179345,32.304219
32.429470,32.554345
32.679595,32.804470
32.929720,33.054595
33.179866,33.304720
33.429991,33.554844
33.680116,33.804990
33.930241,34.055115
34.180365,34.305241
34.430491,
