TIC,TOC
1.924970,2.049595
2.174886,2.299510
2.424804,2.549448
2.674740,2.799385
2.924678,3.049344
3.174658,3.299303
3.424616,3.549282
3.674616,3.799281
3.924615,4.049302
4.174637,4.299323
4.424679,4.549365
4.674720,4.799427
4.924803,5.049511
5.174866,5.299574
5.424949,5.549656
5.675033,5.799740
5.925116,6.049824
6.175178,6.299886
6.425241,6.549928
6.675282,6.799969
6.925324,7.050012
7.175346,7.300031
7.425344,7.550010
7.675345,7.799990
7.925303,8.049969
8.175262,8.299907
8.425199,8.549843
8.675137,8.799761
8.925053,9.049677
9.174970,9.299594
9.424886,9.549532
9.674824,9.799448
9.924762,10.049386
10.174678,10.299345
10.424658,10.549302
10.674615,10.799282
10.924595,11.049281
11.174615,11.299282
11.424637,11.549324
11.674657,11.799365
11.924720,12.049406
12.174783,12.299490
12.424844,12.549552
12.674928,12.799636
12.924990,13.049699
13.175074,13.299782
13.425137,13.549844
13.675199,13.799907
13.925262,14.049948
14.175303,14.299970
14.425324,14.549991
14.675324,14.799990
14.925303,15.049969
15.175283,15.299927
15.425241,15.549865
15.675178,15.799824
15.925115,16.049740
16.175033,16.299657
16.424949,16.549595
16.674886,16.799511
16.924802,17.049428
17.174741,17.299365
17.424657,17.549303
17.674615,17.799282
17.924595,18.049260
18.174573,18.299240
18.424574,18.549261
18.674595,18.799282
18.924616,19.049323
19.174678,19.299387
19.424741,19.549449
19.674803,19.799532
19.924887,20.049594
20.174969,20.299678
20.425033,20.549740
20.675116,20.799824
20.925177,21.049886
21.175241,21.299927
21.425282,21.549969
21.675303,21.799989
21.925324,22.049989
22.175303,22.299969
22.425283,22.549928
22.675241,22.799887
22.925178,23.049803
23.175117,23.299740
23.425032,23.549677
23.674970,23.799594
23.924887,24.049511
24.174824,24.299448
24.424740,24.549386
24.674699,24.799323
