TIC,TOC
1.928136,2.049824
2.178096,2.299803
2.428074,2.549782
2.678053,2.799740
2.928032,3.049719
3.178012,3.299699
3.427991,3.549677
3.677970,3.799657
3.927950,4.049636
4.177907,4.299615
4.427886,4.549594
4.677866,4.799552
4.927845,5.049532
5.177823,5.299511
5.427803,5.549489
5.677761,5.799469
5.927741,6.049449
6.177720,6.299428
6.427698,6.549406
6.677678,6.799386
6.927659,7.049344
7.177636,7.299323
7.427595,7.549302
7.677574,7.799282
7.927553,8.049261
8.177532,8.299240
8.427511,8.549219
8.677490,8.799198
8.927469,9.049156
9.177449,9.299135
9.427428,9.549115
9.677386,9.799094
9.927366,10.049074
10.177345,10.299053
10.427324,10.549032
10.677304,10.799010
10.927283,11.048990
11.177261,11.298970
11.427242,11.548948
11.677220,11.798928
11.927199,12.048887
12.177178,12.298865
12.427158,12.548845
12.677116,12.798824
12.927095,13.048803
13.177073,13.298781
13.427053,13.548740
13.677033,13.798720
13.927012,14.048699
14.176970,14.298677
14.426949,14.548656
14.676928,14.798636
14.926907,15.048595
15.176886,15.298573
15.426844,15.548553
15.676825,15.798532
15.926802,16.048511
16.176783,16.298490
16.426761,16.548470
16.676741,16.798427
16.926720,17.048407
17.176678,17.298386
17.426658,17.548365
17.676637,17.798344
17.926616,18.048303
18.176595,18.298281
18.426553,18.548261
18.676533,18.798240
18.926512,19.048199
19.176490,19.298177
19.426469,
