TIC,TOC
1.924679,2.049386
2.174596,2.299302
2.424512,2.549220
2.674429,2.799137
2.924345,3.049073
3.174282,3.298991
3.424199,3.548907
3.674116,3.798845
3.924053,4.048741
4.173970,4.298678
4.423887,4.548593
4.673803,4.798511
4.923740,5.048449
5.173657,5.298365
5.423575,5.548282
5.673491,5.798199
5.923408,6.048115
6.173324,6.298033
6.423242,6.547949
6.673179,6.797887
6.923096,7.047803
7.173011,7.297719
7.422950,7.547656
7.672865,7.797574
7.922782,8.047594
8.172908,8.297719
8.423053,8.547865
8.673179,8.797990
8.923304,9.048115
9.173429,9.298240
9.423554,9.548366
9.673678,9.798491
9.923804,10.048616
10.173950,10.298761
10.424075,10.548886
10.674199,10.799012
10.924345,11.049157
11.174470,11.299283
11.424595,11.549408
11.674721,11.799532
11.924844,12.049678
12.174991,12.299803
12.425116,12.549927
12.675241,12.800052
12.925367,13.050178
13.175491,13.300302
13.425616,13.550428
13.675741,13.800552
13.925866,14.050678
14.175991,14.300824
14.426137,14.550949
14.676262,14.801074
14.926387,15.051199
15.176512,15.301324
15.426636,15.551449
15.676762,15.801574
15.926783,16.051490
16.176699,16.301407
16.426616,16.551345
16.676553,16.801261
16.926470,17.051177
17.176387,17.301115
17.426325,17.551032
17.676242,17.800949
17.926178,18.050886
18.176095,18.300803
18.426012,18.550720
18.675928,18.800657
18.925866,19.050574
19.175782,19.300490
19.425699,19.550408
19.675616,19.800323
19.925532,20.050261
20.175471,20.300178
20.425387,20.550094
20.675304,20.800012
20.925221,21.049928
21.175159,21.299866
21.425075,21.549782
21.674992,21.799699
21.924907,22.049637
22.174846,22.299553
22.424762,22.549470
22.674679,22.799386
22.924616,23.049323
23.174533,23.299240
23.424450,23.549178
23.674387,23.799095
23.924408,24.049220
24.174533,24.299345
24.424658,24.549469
24.674783,24.799595
24.924908,25.049720
25.175054,25.299845
25.425178,25.549991
25.675304,25.800115
25.925429,26.050240
26.175553,26.300366
26.425679,26.550491
26.675803,26.800637
26.925949,27.050762
27.176074,27.300886
27.426199,27.551011
27.676325,27.801136
27.926470,28.051283
28.176595,28.301407
28.426720,28.551532
28.676866,28.801678
28.926991,29.051802
29.177116,29.301928
29.427241,29.552053
29.677366,29.802178
29.927491,30.052303
30.177616,30.302429
30.427741,30.552553
30.677866,30.802678
30.927991,31.052803
31.178137,31.302949
31.428262,31.553075
31.678387,31.803198
31.928513,
