TIC,TOC
1.924991,2.049490
2.174888,2.299386
2.424783,2.549282
2.674679,2.799178
2.924594,3.049095
3.174512,3.299032
3.424449,3.548990
3.674408,3.798948
3.924388,4.048928
4.174367,4.298928
4.424387,4.548949
4.674429,4.798990
4.924470,5.049053
5.174554,5.299136
5.424616,5.549220
5.674720,5.799324
5.924825,6.049427
6.174928,6.299532
6.425032,6.549636
6.675136,6.799741
6.925220,7.049804
7.175303,7.299886
7.425366,7.549928
7.675408,7.799970
7.925429,8.049991
8.175450,8.299990
8.425429,8.549969
8.675408,8.799928
8.925346,9.049865
9.175283,9.299782
9.425199,9.549699
9.675095,9.799615
9.925011,10.049511
10.174887,10.299387
10.424804,10.549304
10.674699,10.799198
10.924615,11.049116
11.174532,11.299032
11.424450,11.548991
11.674408,11.798949
11.924366,12.048907
12.174366,12.298908
12.424366,12.548927
12.674408,12.798970
12.924450,13.049032
13.174512,13.299116
13.424595,13.549198
13.674700,13.799302
13.924804,14.049386
14.174887,14.299512
14.425012,14.549616
14.675116,14.799699
14.925200,15.049803
15.175283,15.299866
15.425346,15.549928
15.675408,15.799970
15.925429,16.049990
16.175449,16.299990
16.425450,16.549990
16.675407,16.799949
16.925367,17.049886
17.175304,17.299824
17.425220,17.549740
17.675137,17.799636
17.925033,18.049532
18.174929,18.299428
18.424825,18.549324
18.674720,18.799219
18.924616,19.049136
19.174533,19.299052
19.424471,19.548991
19.674408,19.798928
19.924366,20.048908
20.174346,20.298907
20.424366,20.548928
20.674387,20.798969
20.924428,21.049011
21.174490,21.299095
21.424575,21.549157
21.674658,21.799262
21.924762,22.049366
22.174866,22.299470
22.424971,22.549574
22.675075,22.799678
22.925179,23.049762
23.175262,23.299844
23.425324,23.549907
23.675387,23.799949
23.925427,24.049990
24.175450,24.299990
24.425449,24.549990
24.675429,
