type,peak
A,0.496997
C,0.496997
A,0.527436
C,0.527436
A,0.498302
C,0.498302
A,0.533243
C,0.533243
A,0.498236
C,0.498236
A,0.529046
C,0.529046
A,0.498642
C,0.498642
A,0.528309
C,0.528309
A,0.496725
C,0.496725
A,0.529998
C,0.529998
A,0.495912
C,0.495912
A,0.529177
C,0.529177
A,0.498660
C,0.498660
A,0.529456
C,0.529456
A,0.497631
C,0.497631
A,0.530856
C,0.530856
A,0.498215
C,0.498215
A,0.528224
C,0.528224
A,0.496129
C,0.496129
A,0.530202
C,0.530202
A,0.499041
C,0.499041
A,0.528688
C,0.528688
A,0.496534
C,0.496534
A,0.529210
C,0.529210
A,0.497975
C,0.497975
A,0.529322
C,0.529322
A,0.498615
C,0.498615
A,0.529054
C,0.529054
A,0.497110
C,0.497110
A,0.530449
C,0.530449
A,0.496439
C,0.496439
A,0.529489
C,0.529489
A,0.497438
C,0.497438
A,0.528957
C,0.528957
A,0.498448
C,0.498448
A,0.531892
C,0.531892
A,0.498013
C,0.498013
A,0.530420
C,0.530420
A,0.500516
C,0.500516
A,0.528192
C,0.528192
A,0.498921
C,0.498921
A,0.530652
C,0.530652
A,0.497976
C,0.497976
A,0.528311
C,0.528311
A,0.498284
C,0.498284
A,0.530252
C,0.530252
A,0.496713
C,0.496713
A,0.530019
C,0.530019
A,0.496055
C,0.496055
A,0.529326
C,0.529326
A,0.497045
C,0.497045
A,0.528819
C,0.528819
A,0.497546
C,0.497546
A,0.531520
C,0.531520
A,0.499449
C,0.499449
A,0.530395
C,0.530395
A,0.497442
C,0.497442
A,0.529588
C,0.529588
A,0.497985
C,0.497985
A,0.528632
C,0.528632
A,0.500312
C,0.500312
A,0.530102
C,0.530102
A,0.499182
C,0.499182
A,0.530433
C,0.530433
A,0.495855
C,0.495855
A,0.529921
C,0.529921
A,0.496333
C,0.496333
A,0.530317
C,0.530317
A,0.497641
C,0.497641
A,0.529959
C,0.529959
A,0.497360
C,0.497360
A,0.528880
C,0.528880
A,0.496571
C,0.496571
A,0.530265
C,0.530265
A,0.496986
C,0.496986
A,0.530020
C,0.530020
A,0.496900
C,0.496900
A,0.528134
C,0.528134
A,0.498772
C,0.498772
A,0.529684
C,0.529684
A,0.497685
C,0.497685
A,0.530380
C,0.530380
A,0.496320
C,0.496320
A,0.531524
C,0.531524
A,0.497597
C,0.497597
A,0.530046
C,0.530046
A,0.497741
C,0.497741
A,0.530368
C,0.530368
A,0.498393
C,0.498393
A,0.529354
C,0.529354
A,0.497711
C,0.497711
A,0.530470
C,0.530470
A,0.497918
C,0.497918
A,0.530119
C,0.530119
A,0.500348
C,0.500348
A,0.529596
C,0.529596
A,0.497590
C,0.497590
A,0.531547
C,0.531547
A,0.497664
C,0.497664
A,0.529461
C,0.529461
A,0.498732
C,0.498732
A,0.529729
C,0.529729
A,0.497563
C,0.497563
A,0.528258
C,0.528258
A,0.498702
C,0.498702
A,0.528631
C,0.528631
A,0.497404
C,0.497404
A,0.527989
C,0.527989
A,0.499263
C,0.499263
A,0.529383
C,0.529383
A,0.498031
C,0.498031
A,0.528934
C,0.528934
A,0.496841
C,0.496841
A,0.529334
C,0.529334
A,0.496040
C,0.496040
A,0.529812
C,0.529812
A,0.498536
C,0.498536
A,0.528289
C,0.528289
A,0.496930
C,0.496930
A,0.529743
C,0.529743
A,0.500015
C,0.500015
A,0.528610
C,0.528610
A,0.497355
C,0.497355
A,0.530672
C,0.530672
A,0.497938
C,0.497938
A,0.528563
C,0.528563
A,0.497910
C,0.497910
A,0.529689
C,0.529689
A,0.499841
C,0.499841
A,0.530284
C,0.530284
A,0.496642
C,0.496642
A,0.528383
C,0.528383
A,0.499065
C,0.499065
A,0.529871
C,0.529871
A,0.497325
C,0.497325
A,0.530594
C,0.530594
A,0.499920
C,0.499920
A,0.527564
C,0.527564
A,0.496441
C,0.496441
A,0.528930
C,0.528930
A,0.499162
C,0.499162
A,0.529579
C,0.529579
A,0.497197
C,0.497197
A,0.527610
C,0.527610
A,0.497623
C,0.497623
A,0.529359
C,0.529359
A,0.496640
C,0.496640
A,0.529900
C,0.529900
A,0.498711
C,0.498711
A,0.526704
C,0.526704
A,0.497832
C,0.497832
A,0.530033
C,0.530033
A,0.497336
C,0.497336
A,0.529541
C,0.529541
A,0.498387
C,0.498387
A,0.529280
C,0.529280
