TIC,TOC
1.925116,2.049803
2.175095,2.299782
2.425054,2.549741
2.675033,2.799719
2.924992,3.049698
3.174971,3.299678
3.424950,3.549657
3.674928,3.799636
3.924908,4.049595
4.174866,4.299574
4.424846,4.549532
4.674824,4.799511
4.924804,5.049490
5.174762,5.299470
5.424741,5.549449
5.674720,5.799407
5.924700,6.049386
6.174658,6.299365
6.424637,6.549324
6.674595,6.799303
6.924575,7.049261
7.174553,7.299241
7.424511,7.549220
7.674491,7.799178
7.924449,8.049158
8.174429,8.299136
8.424408,8.549094
8.674387,8.799074
8.924366,9.049053
9.174324,9.299032
9.424304,9.548990
9.674283,9.798970
9.924240,10.048949
10.174221,10.298928
10.424200,10.548886
10.674179,10.798865
10.924157,11.048844
11.174116,11.298824
11.424095,11.548782
11.674075,11.798761
11.924055,12.048740
12.174012,12.298699
12.423991,12.548678
12.673950,12.798657
12.923929,13.048637
13.173908,13.298616
13.423887,13.548595
13.673867,13.798552
13.923825,14.048533
14.173804,14.298491
14.423783,14.548469
14.673740,14.798449
14.923720,15.048428
15.173700,15.298386
15.423678,15.548366
15.673658,15.798345
15.923616,16.048324
16.173596,16.298282
16.423575,16.548261
16.673532,16.798241
16.923512,17.048220
17.173492,17.298178
17.423470,17.548158
17.673428,17.798137
17.923408,18.048094
18.173387,18.298074
18.423366,18.548053
18.673325,18.798033
18.923304,19.048011
19.173283,19.297970
19.423241,19.547948
19.673220,19.797928
19.923200,20.047886
20.173177,20.297866
20.423137,20.547844
20.673117,20.797802
