TIC,TOC
0.000000,-0.334201
-0.041850,-0.334531
-0.021076,-0.293039
0.020538,-0.271552
0.083508,-0.147106
0.208688,-0.021176
0.374601,0.145178
0.541539,0.290940
0.645728,0.373582
0.729421,0.499408
0.854135,0.603083
0.957897,0.666088
1.000692,0.729273
1.063043,0.790889
1.145478,0.853434
1.208396,0.916624
1.250032,0.999338
1.333713,1.041282
1.332500,0.999138
1.270995,0.915929
1.187184,0.811758
1.042174,0.645129
0.854666,0.479242
0.687185,0.270814
0.479407,0.062315
0.271131,-0.125618
0.104402,-0.292315
-0.041640,-0.395544
-0.208542,-0.584659
-0.354352,-0.708049
-0.458679,-0.854852
-0.624590,-1.021362
-0.791518,-1.187268
-0.957167,-1.334046
-1.062058,-1.396877
-1.102998,-1.437997
-1.166280,-1.479697
-1.207520,-1.520351
-1.229137,-1.562266
-1.270332,-1.562903
-1.291761,-1.625898
-1.312665,-1.646435
-1.333575,-1.604134
-1.291779,-1.604877
-1.312139,-1.625584
-1.374533,-1.771560
-1.541691,-1.895687
-1.646202,-2.021479
-1.770265,-2.104368
-1.812963,-2.167497
-1.896265,-2.271899
-2.041816,-2.396678
-2.186496,-2.541977
-2.312712,-2.666984
-2.395310,-2.709126
-2.416746,-2.730169
-2.436662,-2.751273
-2.437218,-2.708828
-2.375648,-2.688391
-2.395912,-2.708973
-2.395645,-2.687914
-2.375273,-2.709151
-2.437645,-2.730119
-2.437130,-2.750427
-2.437579,-2.729867
-2.417475,-2.688097
-2.375603,-2.708958
-2.416534,-2.771506
-2.479424,-2.813045
-2.541525,-2.854854
-2.562272,-2.896427
-2.603363,-2.938007
-2.666220,-3.000541
-2.729576,-3.063034
-2.770422,-3.063692
-2.749895,-3.021137
-2.708463,-3.021913
-2.708421,-3.001274
-2.687301,-3.001066
-2.708532,-2.999952
-2.708225,-3.001490
-2.687615,
