TIC,TOC
1.801824,1.927137
2.052094,2.177387
2.302344,2.427637
2.552594,2.677908
2.802844,2.928158
3.053115,3.178408
3.303365,3.428678
3.553615,3.678929
3.803885,3.929178
4.054136,4.179450
4.304386,4.429699
4.554657,4.679949
4.804907,4.930220
5.055157,5.180470
5.305427,5.430720
5.555678,5.680970
5.805928,5.931242
6.056198,6.181491
6.306449,6.431761
6.556699,6.682010
6.806948,6.932262
7.057220,7.182512
7.307469,7.432783
7.557719,7.683033
7.807969,7.933282
8.058240,8.183552
8.308489,8.433803
8.558740,8.684053
8.809010,8.934324
9.059261,9.184574
9.309512,9.434824
9.559782,9.685073
9.810032,9.935345
10.060282,10.185596
10.310552,10.435844
10.560803,10.686095
10.811053,10.936345
11.061303,11.186616
11.311574,11.436866
11.561823,11.687137
11.812073,11.937386
12.062323,12.187637
12.312594,12.437907
12.562844,12.688158
12.813115,12.938407
13.063364,13.188678
13.313615,13.438928
13.563865,13.689178
13.814135,13.939428
14.064386,14.189699
14.314657,14.439949
14.564907,14.690199
14.815157,14.940470
15.065407,15.190721
15.315679,15.440991
15.565928,15.691240
15.816198,15.941491
16.066449,16.191762
16.316719,16.442011
16.566968,16.692282
16.817240,16.942533
17.067489,17.192803
17.317740,17.443053
17.568012,17.693324
17.818261,17.943574
18.068532,18.193824
18.318782,18.444096
18.569053,18.694345
18.819303,18.944595
19.069553,19.194865
19.319802,19.445116
19.570073,19.695366
19.820324,19.945637
20.070574,20.195886
20.320844,20.446137
20.571094,20.696407
20.821345,20.946657
21.071594,
