TIC,TOC
0.000000,0.356024
0.042080,0.376362
0.064053,0.397382
0.084181,0.417986
0.104558,0.438860
0.126038,0.459429
0.146836,0.501438
0.188549,0.522386
0.209197,0.543842
0.230572,0.584635
0.250919,0.605853
0.292974,0.626075
0.313264,0.647395
0.334720,0.688652
0.354972,0.710012
0.396859,0.730871
0.417647,0.751502
0.439121,0.772553
0.459414,0.813490
0.500273,0.835343
0.522161,0.856425
0.542440,0.897379
0.563819,0.917743
0.604822,0.939637
0.626071,0.981125
0.667836,1.001944
0.688043,1.022008
0.709431,1.043041
0.730075,1.064546
0.750916,1.106024
0.793135,1.126532
0.814482,1.148313
0.835214,1.169425
0.855346,1.209700
0.875872,1.230819
0.917112,1.251924
0.938009,1.272608
0.960025,1.313525
1.001358,1.335544
1.021830,1.356262
1.042774,1.397304
1.084812,1.417878
1.105153,1.440626
1.126776,1.459811
1.146191,1.481027
1.167382,1.501704
1.187722,1.543558
1.209514,1.564725
1.229581,1.585244
1.271740,1.605834
1.292167,1.626804
1.312995,1.647341
1.334532,1.668034
1.355476,1.710405
1.376832,1.731390
1.397637,1.750913
1.438637,1.772452
1.460463,1.793569
1.480202,1.814602
1.501876,1.856459
1.542169,1.876582
1.563468,1.897558
1.584549,1.918120
1.605499,1.938925
1.626688,1.959619
1.647901,2.001703
1.667962,2.022194
1.709228,2.043583
1.729809,2.064299
1.750971,2.085907
1.771626,2.105964
1.792669,2.126983
1.813694,2.168225
1.855449,2.189272
1.876071,2.231688
1.918299,2.252041
