TIC,TOC
1.925199,2.049803
2.175158,2.299782
2.425137,2.549740
2.675115,2.799719
2.925074,3.049698
3.175054,3.299657
3.425033,3.549636
3.675012,3.799614
3.924970,4.049594
4.174949,4.299553
4.424929,4.549532
4.674907,4.799511
4.924866,5.049490
5.174845,5.299448
5.424825,5.549428
5.674803,5.799407
5.924782,6.049386
6.174741,6.299364
6.424720,6.549323
6.674700,6.799303
6.924678,7.049281
7.174658,7.299261
7.424615,7.549240
7.674595,7.799199
7.924574,8.049177
8.174554,8.299157
8.424512,8.549136
8.674491,8.799115
8.924471,9.049074
9.174449,9.299052
9.424408,9.549032
9.674387,9.799011
9.924366,10.048968
10.174345,10.298949
10.424324,10.548928
10.674303,10.798907
10.924262,11.048887
11.174241,11.298845
11.424199,11.548824
11.674178,11.798782
11.924158,12.048762
12.174116,12.298740
12.424095,12.548699
12.674073,12.798678
12.924032,13.048657
13.174013,13.298615
13.423991,13.548594
13.673949,13.798574
13.923928,14.048531
14.173907,14.298509
14.423866,14.548490
14.673845,14.798470
14.923824,15.048449
15.173802,15.298406
15.423782,15.548385
15.673762,15.798364
15.923721,16.048344
16.173699,16.298323
16.423678,16.548303
16.673658,16.798281
16.923637,17.048240
17.173615,17.298219
17.423595,17.548199
17.673574,17.798177
17.923532,18.048135
18.173510,18.298115
18.423490,18.548094
18.673449,18.798053
18.923429,19.048032
19.173408,19.298011
19.423387,19.547990
19.673345,19.797969
19.923324,20.047948
20.173303,20.297906
