TIC,TOC
1.925051,2.049737
2.175010,2.299675
2.424926,2.549655
2.674926,2.799655
2.924905,3.049655
3.174928,3.299657
3.424949,3.549677
3.674907,3.799553
3.924741,4.049366
4.174512,4.299136
4.424304,4.548906
4.674117,4.798783
4.923970,5.048594
5.173804,5.298470
5.423679,5.548366
5.673658,5.798408
5.923700,6.048428
6.173762,6.298512
6.423803,6.548574
6.673908,6.798677
6.924011,7.048782
7.174054,7.298802
7.424074,7.548824
7.674096,7.798824
7.924137,8.048885
8.174221,8.298991
8.424304,8.549032
8.674325,8.799053
8.924345,9.049116
9.174491,9.299324
9.424699,9.549490
9.674845,9.799616
9.924970,10.049741
10.175074,10.299824
10.425158,10.549928
10.675262,10.800073
10.925408,11.050178
11.175533,11.300345
11.425658,11.550469
11.675783,11.800573
11.925950,12.050761
12.176095,12.300907
12.426220,12.550990
12.676324,12.801053
12.926408,13.051178
13.176512,13.301261
13.426554,13.551282
13.676596,13.801344
13.926658,14.051428
14.176762,14.301511
14.426845,14.551594
14.676887,14.801636
14.926950,15.051678
15.176991,15.301740
15.427053,15.551824
15.677095,15.801865
15.927199,16.051949
16.177262,16.302011
16.427283,16.552012
16.677324,16.802074
16.927366,17.052115
17.177387,17.302115
17.427449,17.552199
17.677533,17.802323
17.927657,18.052428
18.177741,18.302470
18.427783,18.552553
18.677865,18.802658
18.927991,19.052761
19.178074,19.302844
19.428157,19.552950
19.678262,19.803031
19.928345,20.053116
20.178471,20.303240
20.428595,20.553407
20.678804,20.803594
20.928970,21.053740
21.179074,21.303824
21.429117,21.553887
21.679200,21.803907
