TIC,TOC
1.925009,2.049864
2.174989,2.299843
2.424969,2.549843
2.674949,2.799823
2.924928,3.049801
3.174927,3.299781
3.424906,3.549781
3.674886,3.799760
3.924865,4.049740
4.174844,4.299718
4.424823,4.549698
4.674802,4.799677
4.924802,5.049656
5.174781,5.299635
5.424740,5.549614
5.674739,5.799593
5.924699,6.049572
6.174677,6.299551
6.424657,6.549531
6.674636,6.799510
6.924615,7.049489
7.174594,7.299469
7.424573,7.549427
7.674553,7.799405
7.924532,8.049385
8.174490,8.299364
8.424469,8.549343
8.674448,8.799302
8.924427,9.049280
9.174385,9.299259
9.424365,9.549239
9.674343,9.799198
9.924303,10.049157
10.174261,10.299135
10.424240,10.549094
10.674198,10.799072
10.924177,11.049031
11.174136,11.298989
11.424094,11.548948
11.674052,11.798927
11.924011,12.048884
12.173989,12.298843
12.423949,12.548802
12.673907,12.798760
12.923865,13.048717
13.173824,13.298677
13.423782,13.548635
13.673741,13.798593
13.923677,14.048531
14.173635,14.298489
14.423573,14.548428
14.673532,14.798386
14.923470,15.048322
15.173427,15.298281
15.423364,15.548219
15.673323,15.798176
15.923261,16.048092
16.173198,16.298052
16.423135,16.547989
16.673073,16.797926
16.923011,17.047865
17.172948,17.297802
17.422907,17.547739
17.672823,17.797676
17.922761,18.047615
18.172698,18.297531
18.422615,18.547468
18.672531,18.797385
18.922468,19.047302
19.172385,19.297239
19.422323,19.547156
19.672239,19.797072
19.922157,20.047010
20.172094,20.296926
20.422010,20.546843
20.671906,20.796739
20.921823,21.046656
21.171740,21.296571
21.421656,21.546489
21.671574,21.796406
21.921469,22.046302
22.171387,22.296218
22.421280,22.546114
22.671199,22.796031
22.921094,23.045927
23.171011,23.295844
23.420906,23.545739
23.670802,23.795635
23.920699,24.045532
24.170594,24.295427
24.420490,24.545302
24.670365,24.795197
24.920261,25.045093
25.170157,25.294968
25.420031,25.544844
25.669905,25.794717
25.919781,26.044593
26.169657,26.294468
26.419532,26.544344
26.669407,26.794217
26.919281,27.044093
27.169156,27.293969
27.419011,27.543823
27.668886,27.793697
27.918740,28.043552
28.168594,28.293405
28.418448,28.543260
28.668303,28.793094
