TIC,TOC
1.925074,2.049739
2.175054,2.299698
2.425012,2.549656
2.674970,2.799636
2.924950,3.049595
3.174908,3.299573
3.424866,3.549531
3.674845,3.799490
3.924803,4.049448
4.174762,4.299429
4.424741,4.549386
4.674699,4.799344
4.924657,5.049323
5.174637,5.299282
5.424595,5.549260
5.674574,5.799218
5.924533,6.049198
6.174511,6.299157
6.424470,6.549136
6.674429,6.799094
6.924408,7.049053
7.174366,7.299053
7.424408,7.549094
7.674428,7.799136
7.924470,8.049157
8.174491,8.299178
8.424532,8.549220
8.674573,8.799261
8.924615,9.049302
9.174637,9.299324
9.424678,9.549365
9.674720,9.799407
9.924741,10.049427
10.174783,10.299469
10.424803,10.549490
10.674845,10.799532
10.924886,11.049573
11.174908,11.299615
11.424949,11.549656
11.674990,11.799678
11.925032,12.049720
12.175054,12.299761
12.425095,12.549782
12.675137,12.799823
12.925158,13.049845
13.175198,13.299886
13.425219,13.549906
13.675262,13.799949
13.925283,14.049991
14.175324,14.300011
14.425324,14.549970
14.675283,14.799948
14.925261,15.049906
15.175220,15.299865
15.425178,15.549844
15.675157,15.799802
15.925115,16.049761
16.175075,16.299740
16.425053,16.549698
16.675011,16.799656
16.924970,17.049636
17.174948,17.299595
17.424908,17.549573
17.674887,17.799531
17.924846,18.049490
18.174804,18.299468
18.424782,18.549427
18.674740,18.799407
18.924720,19.049365
19.174679,19.299344
19.424637,19.549303
19.674615,19.799261
19.924574,20.049218
20.174532,20.299197
20.424512,20.549157
20.674470,20.799136
20.924449,21.049095
21.174407,21.299073
21.424428,21.549114
21.674450,21.799137
21.924491,22.049178
22.174532,22.299219
22.424554,22.549261
22.674594,22.799282
22.924637,23.049323
23.174657,23.299344
23.424699,23.549386
23.674719,23.799406
23.924762,24.049448
24.174803,24.299490
24.424824,24.549510
24.674865,24.799554
24.924887,25.049573
25.174928,25.299615
25.424970,25.549657
25.674991,25.799677
25.925032,26.049720
26.175053,26.299761
26.425095,26.549782
26.675137,26.799824
26.925158,27.049844
27.175199,27.299886
27.425241,27.549927
27.675261,27.799948
27.925303,28.049990
28.175324,28.300011
28.425366,28.550052
28.675407,28.800094
