TIC,TOC
0.000000,0.417977
0.062986,0.481103
0.084711,0.501349
0.104756,0.501641
0.042991,0.397060
-0.019399,0.335212
-0.102947,0.293282
-0.102918,0.230573
-0.207391,0.209554
-0.186283,0.230362
-0.165284,0.230840
-0.186263,0.188897
-0.207172,0.169039
-0.269021,0.085610
-0.353032,0.002403
-0.415217,-0.081301
-0.519440,-0.165554
-0.603387,-0.247726
-0.686246,-0.352807
-0.769258,-0.393449
-0.791076,-0.394360
-0.769592,-0.331381
-0.686545,-0.289452
-0.645864,-0.206502
-0.623359,-0.227432
-0.623479,-0.248605
-0.665850,-0.268853
-0.665166,-0.248687
-0.603100,-0.186077
-0.540606,-0.185733
-0.581946,-0.143754
-0.540582,-0.102904
-0.477844,-0.018403
-0.353828,0.105736
-0.248623,0.230677
-0.124369,0.293161
-0.082481,0.335541
-0.040670,0.355260
0.021499,0.480884
0.105908,0.543375
0.188925,0.605671
0.230126,0.606521
0.209248,0.585000
0.188022,0.565104
0.188555,0.605997
0.272350,0.689308
0.292533,0.731085
0.313536,0.689745
0.271198,0.668281
0.251663,0.606200
0.167819,0.522653
0.125916,0.501722
0.021257,0.398224
-0.062372,0.334657
-0.102175,0.272087
-0.144476,0.230720
-0.144045,0.251682
-0.103425,0.314172
-0.061605,0.335122
-0.061572,0.335212
-0.041105,0.376780
-0.019422,0.355594
-0.040740,0.397887
0.042772,0.481605
0.084279,0.481181
0.146110,0.605743
0.272138,0.751533
0.458891,0.959543
0.667750,1.168175
0.855531,1.377024
1.042388,1.481315
1.188763,1.668541
1.314283,1.792937
1.459180,1.938806
1.606519,2.022954
1.687756,2.105382
1.731225,2.126724
1.709912,2.084972
1.666990,2.023442
1.604974,2.001600
1.604668,2.022163
1.624961,1.960177
1.521666,1.876660
1.395944,
