type,peak
A,0.532465
C,0.532465
A,0.453770
C,0.226209
A,0.529953
C,0.529953
A,0.451087
C,0.226356
A,0.530584
C,0.530584
A,0.452153
C,0.225436
A,0.532506
C,0.532506
A,0.453451
C,0.227109
A,0.529812
C,0.529812
A,0.450441
C,0.227118
A,0.529648
C,0.529648
A,0.450846
C,0.226154
A,0.528893
C,0.528893
A,0.451269
C,0.225797
A,0.528541
C,0.528541
A,0.453504
C,0.224719
A,0.529889
C,0.529889
A,0.453535
C,0.227615
A,0.531006
C,0.531006
A,0.450969
C,0.225174
A,0.529579
C,0.529579
A,0.452001
C,0.224366
A,0.530118
C,0.530118
A,0.454615
C,0.225486
A,0.528817
C,0.528817
A,0.451927
C,0.226374
A,0.531086
C,0.531086
A,0.452279
C,0.227047
A,0.531455
C,0.531455
A,0.455055
C,0.226083
A,0.528971
C,0.528971
A,0.452356
C,0.225376
A,0.529833
C,0.529833
A,0.451488
C,0.227849
A,0.530761
C,0.530761
A,0.453779
C,0.225635
A,0.531091
C,0.531091
A,0.452003
C,0.227668
A,0.531043
C,0.531043
A,0.452644
C,0.225908
A,0.529402
C,0.529402
A,0.452886
C,0.226051
A,0.531734
C,0.531734
A,0.452433
C,0.227314
A,0.530768
C,0.530768
A,0.453410
C,0.226377
A,0.529770
C,0.529770
A,0.452778
C,0.224656
A,0.531015
C,0.531015
A,0.451383
C,0.225890
A,0.530392
C,0.530392
A,0.453148
C,0.227204
A,0.530763
C,0.530763
A,0.453616
C,0.226074
A,0.530766
C,0.530766
A,0.453793
C,0.225694
A,0.528447
C,0.528447
A,0.452648
C,0.226150
A,0.528433
C,0.528433
A,0.453922
C,0.225175
A,0.530975
C,0.530975
A,0.451110
C,0.225821
A,0.530269
C,0.530269
A,0.452739
C,0.228385
A,0.531276
C,0.531276
A,0.452182
C,0.226897
A,0.529659
C,0.529659
A,0.452653
C,0.226804
A,0.528974
C,0.528974
A,0.452977
C,0.226204
A,0.531112
C,0.531112
A,0.452061
C,0.228297
A,0.530373
C,0.530373
A,0.452380
C,0.226740
A,0.532087
C,0.532087
A,0.451436
C,0.225731
A,0.530154
C,0.530154
A,0.452087
C,0.226501
A,0.529127
C,0.529127
A,0.452085
C,0.226411
A,0.530533
C,0.530533
A,0.452244
C,0.226087
A,0.530267
C,0.530267
A,0.454001
C,0.227861
A,0.530261
C,0.530261
A,0.454761
C,0.226062
A,0.530049
C,0.530049
A,0.451193
C,0.224485
A,0.531496
C,0.531496
A,0.452793
C,0.226685
A,0.529266
C,0.529266
A,0.453110
C,0.225630
A,0.529969
C,0.529969
A,0.452213
C,0.225832
A,0.530326
C,0.530326
A,0.454126
C,0.227221
A,0.529110
C,0.529110
A,0.451844
C,0.226263
A,0.532351
C,0.532351
A,0.453827
C,0.224838
A,0.528570
C,0.528570
A,0.452411
C,0.223327
A,0.532069
C,0.532069
A,0.451118
C,0.226523
A,0.528697
C,0.528697
A,0.451753
C,0.225349
A,0.531809
C,0.531809
A,0.452534
C,0.225586
A,0.529803
C,0.529803
A,0.452731
C,0.225997
A,0.531151
C,0.531151
A,0.454182
C,0.226627
A,0.529792
C,0.529792
A,0.452314
C,0.225667
A,0.532026
C,0.532026
A,0.452519
C,0.225082
A,0.530187
C,0.530187
A,0.451850
C,0.226899
A,0.529961
C,0.529961
A,0.452015
C,0.225015
A,0.532402
C,0.532402
A,0.451821
C,0.225823
A,0.529962
C,0.529962
A,0.453181
C,0.227004
A,0.530064
C,0.530064
A,0.452571
C,0.227353
A,0.530675
C,0.530675
A,0.451803
C,0.224877
A,0.530183
C,0.530183
A,0.452354
C,0.228492
A,0.530255
C,0.530255
A,0.454795
C,0.227283
A,0.528948
C,0.528948
A,0.453598
C,0.225945
A,0.530890
C,0.530890
A,0.450773
C,0.227487
A,0.530134
C,0.530134
A,0.452572
C,0.225698
A,0.531877
C,0.531877
A,0.453095
C,0.226845
A,0.531470
C,0.531470
A,0.451828
C,0.225182
A,0.530273
C,0.530273
A,0.453298
C,0.226025
A,0.530686
C,0.530686
A,0.452052
C,0.223976
A,0.529259
C,0.529259
A,0.453244
C,0.226402
A,0.529930
C,0.529930
A,0.453168
C,0.225985
A,0.529978
C,0.529978
A,0.451246
C,0.226709
A,0.530382
C,0.530382
A,0.451123
C,0.226921
A,0.530122
C,0.530122
A,0.451664
C,0.227531
A,0.529191
C,0.529191
A,0.454650
C,0.226965
A,0.531993
C,0.531993
A,0.452731
C,0.225507
A,0.528716
C,0.528716
A,0.452579
C,0.226568
A,0.531992
C,0.531992
A,0.452128
C,0.227548
A,0.531579
C,0.531579
A,0.452389
C,0.225749
A,0.530346
C,0.530346
A,0.452931
C,0.226256
A,0.529438
C,0.529438
A,0.451151
C,0.225216
A,0.531494
C,0.531494
A,0.452205
C,0.226004
A,0.528586
C,0.528586
A,0.453190
C,0.226994
A,0.530913
C,0.530913
A,0.452068
C,0.225800
A,0.530836
C,0.530836
A,0.452718
C,0.225852
A,0.530491
C,0.530491
A,0.453264
C,0.225254
A,0.530640
C,0.530640
A,0.451007
C,0.228517
A,0.528964
C,0.528964
A,0.452488
C,0.227753
A,0.531290
C,0.531290
A,0.452813
C,0.225833
A,0.530068
C,0.530068
A,0.452421
C,0.227228
A,0.530793
C,0.530793
A,0.451838
C,0.225151
A,0.530685
C,0.530685
A,0.453392
C,0.227975
A,0.530447
C,0.530447
A,0.452917
C,0.224957
A,0.530626
C,0.530626
A,0.451617
C,0.229119
A,0.529277
C,0.529277
A,0.453386
C,0.228605
A,0.529464
C,0.529464
A,0.451754
C,0.226339
A,0.530706
C,0.530706
A,0.453932
C,0.225538
A,0.530425
C,0.530425
