type,peak
A,0.475790
C,0.475790
A,0.504758
C,0.504758
A,0.475677
C,0.475677
A,0.504953
C,0.504953
A,0.475576
C,0.475576
A,0.506564
C,0.506564
A,0.475318
C,0.475318
A,0.505768
C,0.505768
A,0.476823
C,0.476823
A,0.504739
C,0.504739
A,0.474964
C,0.474964
A,0.505136
C,0.505136
A,0.476795
C,0.476795
A,0.505234
C,0.505234
A,0.475977
C,0.475977
A,0.506436
C,0.506436
A,0.474889
C,0.474889
A,0.506012
C,0.506012
A,0.472852
C,0.472852
A,0.505661
C,0.505661
A,0.475023
C,0.475023
A,0.506245
C,0.506245
A,0.474349
C,0.474349
A,0.506043
C,0.506043
A,0.476034
C,0.476034
A,0.505933
C,0.505933
A,0.475845
C,0.475845
A,0.506305
C,0.506305
A,0.476105
C,0.476105
A,0.505533
C,0.505533
A,0.477098
C,0.477098
A,0.505251
C,0.505251
A,0.474312
C,0.474312
A,0.505132
C,0.505132
A,0.474960
C,0.474960
A,0.506206
C,0.506206
A,0.477313
C,0.477313
A,0.504319
C,0.504319
A,0.474987
C,0.474987
A,0.506279
C,0.506279
A,0.475343
C,0.475343
A,0.505837
C,0.505837
A,0.475499
C,0.475499
A,0.506029
C,0.506029
A,0.476034
C,0.476034
A,0.507856
C,0.507856
A,0.475443
C,0.475443
A,0.506373
C,0.506373
A,0.473004
C,0.473004
A,0.507449
C,0.507449
A,0.476878
C,0.476878
A,0.505954
C,0.505954
A,0.474222
C,0.474222
A,0.504351
C,0.504351
A,0.474647
C,0.474647
A,0.506440
C,0.506440
A,0.476745
C,0.476745
A,0.505088
C,0.505088
A,0.476305
C,0.476305
A,0.507375
C,0.507375
A,0.474856
C,0.474856
A,0.507668
C,0.507668
A,0.475560
C,0.475560
A,0.505304
C,0.505304
A,0.475324
C,0.475324
A,0.505201
C,0.505201
A,0.473707
C,0.473707
A,0.505926
C,0.505926
A,0.476849
C,0.476849
A,0.506304
C,0.506304
A,0.475511
C,0.475511
A,0.507618
C,0.507618
A,0.476113
C,0.476113
A,0.504978
C,0.504978
A,0.474773
C,0.474773
A,0.503710
C,0.503710
A,0.474100
C,0.474100
A,0.504804
C,0.504804
A,0.473988
C,0.473988
A,0.108005
C,0.105563
A,0.473344
C,0.473344
A,0.506125
C,0.506125
A,0.474765
C,0.474765
A,0.506187
C,0.506187
A,0.475453
C,0.475453
A,0.505599
C,0.505599
A,0.474642
C,0.474642
A,0.505827
C,0.505827
A,0.474450
C,0.474450
A,0.504988
C,0.504988
A,0.475221
C,0.475221
A,0.505041
C,0.505041
A,0.475950
C,0.475950
A,0.505116
C,0.505116
A,0.474281
C,0.474281
A,0.507093
C,0.507093
A,0.474910
C,0.474910
A,0.507279
C,0.507279
A,0.474101
C,0.474101
A,0.507126
C,0.507126
A,0.475972
C,0.475972
A,0.505482
C,0.505482
A,0.474420
C,0.474420
A,0.505573
C,0.505573
A,0.475210
C,0.475210
A,0.506444
C,0.506444
A,0.475329
C,0.475329
A,0.507144
C,0.507144
A,0.475222
C,0.475222
A,0.505472
C,0.505472
A,0.475825
C,0.475825
A,0.506109
C,0.506109
A,0.473503
C,0.473503
A,0.505338
C,0.505338
A,0.474369
C,0.474369
A,0.503613
C,0.503613
A,0.475007
C,0.475007
A,0.505848
C,0.505848
A,0.476646
C,0.476646
A,0.505913
C,0.505913
A,0.475691
C,0.475691
A,0.505642
C,0.505642
A,0.475420
C,0.475420
A,0.504896
C,0.504896
A,0.116124
C,0.113529
A,0.506720
C,0.506720
A,0.475628
C,0.475628
A,0.505598
C,0.505598
A,0.475337
C,0.475337
A,0.506564
C,0.506564
A,0.475012
C,0.475012
A,0.506890
C,0.506890
A,0.475768
C,0.475768
A,0.506408
C,0.506408
A,0.475865
C,0.475865
A,0.506197
C,0.506197
A,0.476347
C,0.476347
A,0.506902
C,0.506902
A,0.475582
C,0.475582
A,0.504089
C,0.504089
A,0.475975
C,0.475975
A,0.507975
C,0.507975
A,0.475273
C,0.475273
A,0.504185
C,0.504185
A,0.475647
C,0.475647
A,0.506535
C,0.506535
A,0.475120
C,0.475120
A,0.505764
C,0.505764
A,0.474199
C,0.474199
A,0.505310
C,0.505310
A,0.474236
C,0.474236
A,0.505763
C,0.505763
A,0.476542
C,0.476542
A,0.504145
C,0.504145
A,0.475701
C,0.475701
A,0.505581
C,0.505581
A,0.475377
C,0.475377
A,0.505731
C,0.505731
A,0.474993
C,0.474993
A,0.505266
C,0.505266
A,0.476704
C,0.476704
A,0.507021
C,0.507021
A,0.474924
C,0.474924
A,0.507178
C,0.507178
A,0.474600
C,0.474600
A,0.505002
C,0.505002
A,0.475555
C,0.475555
A,0.506819
C,0.506819
A,0.477310
C,0.477310
A,0.506368
C,0.506368
A,0.476696
C,0.476696
A,0.505249
C,0.505249
A,0.473317
C,0.473317
A,0.506575
C,0.506575
A,0.474682
C,0.474682
