TIC,TOC
0.000000,0.459500
0.084652,0.522849
0.146609,0.584289
0.209278,0.647112
0.251061,0.668408
0.271436,0.688984
0.272636,0.667673
0.250590,0.647172
0.208996,0.604712
0.167597,0.544114
0.105179,0.480883
0.021318,0.397431
-0.061274,0.313468
-0.144902,0.230531
-0.207824,0.168193
-0.269322,0.105638
-0.332742,0.063980
-0.374586,0.022199
-0.394106,0.022203
-0.394743,0.022294
-0.373873,0.064189
-0.333006,0.105896
-0.270518,0.168001
-0.207567,0.231069
-0.145492,0.314000
-0.061670,0.396940
0.021463,0.459323
0.083966,0.522318
0.147018,0.585030
0.208503,0.627117
0.229759,0.647132
0.250213,0.667636
0.250921,0.647610
0.209285,0.605622
0.188644,0.564818
0.125450,0.501459
0.041637,0.418465
-0.020056,0.334303
-0.104417,0.250843
-0.186905,0.189259
-0.269397,0.105226
-0.333122,0.063861
-0.374039,0.023275
-0.395611,0.001289
-0.416136,-0.019549
-0.415654,0.001578
-0.394698,0.042771
-0.354082,0.085368
-0.291364,0.146818
-0.207745,0.230702
-0.145405,0.313353
-0.061476,0.397414
0.021446,0.480472
0.104448,0.543108
0.167558,0.584735
0.208810,0.627245
0.229401,0.647172
0.250751,0.647569
0.229860,0.625530
0.209124,0.605201
0.166783,0.543232
0.104711,0.480812
0.021325,0.397471
-0.041134,0.314080
-0.123738,0.230323
-0.207391,0.167443
-0.291124,0.084528
-0.352520,0.042598
-0.394700,0.002359
-0.415987,-0.018412
-0.436849,-0.019147
-0.415453,0.001376
-0.395256,0.022692
-0.353532,0.084879
-0.291284,0.147330
-0.207063,0.231024
-0.144863,0.314456
-0.062145,0.397192
0.022148,0.480800
0.104940,0.543461
0.146616,0.584463
0.208926,0.625952
0.229684,0.647295
0.229727,0.646669
0.229587,0.626347
0.187626,0.584741
0.146482,0.522531
0.084795,0.459934
0.021278,0.397343
-0.061622,0.314494
-0.144920,0.231059
-0.228556,0.147494
-0.290309,0.084795
-0.333587,0.043591
-0.373804,
