type,peak
A,0.474018
C,0.474018
A,0.505990
C,0.505990
A,0.476293
C,0.476293
A,0.504849
C,0.504849
A,0.474693
C,0.474693
A,0.505077
C,0.505077
A,0.475159
C,0.475159
A,0.504622
C,0.504622
A,0.474486
C,0.474486
A,0.505189
C,0.505189
A,0.474940
C,0.474940
A,0.503606
C,0.503606
A,0.473969
C,0.473969
A,0.506020
C,0.506020
A,0.473277
C,0.473277
A,0.504855
C,0.504855
A,0.476398
C,0.476398
A,0.505418
C,0.505418
A,0.475713
C,0.475713
A,0.505112
C,0.505112
A,0.474241
C,0.474241
A,0.506183
C,0.506183
A,0.474282
C,0.474282
A,0.507392
C,0.507392
A,0.476123
C,0.476123
A,0.505999
C,0.505999
A,0.474462
C,0.474462
A,0.506750
C,0.506750
A,0.473758
C,0.473758
A,0.505617
C,0.505617
A,0.475385
C,0.475385
A,0.503699
C,0.503699
A,0.475161
C,0.475161
A,0.504784
C,0.504784
A,0.473733
C,0.473733
A,0.503937
C,0.503937
A,0.474030
C,0.474030
A,0.503269
C,0.503269
A,0.475105
C,0.475105
A,0.506471
C,0.506471
A,0.475413
C,0.475413
A,0.505932
C,0.505932
A,0.475603
C,0.475603
A,0.505569
C,0.505569
A,0.474291
C,0.474291
A,0.504205
C,0.504205
A,0.475368
C,0.475368
A,0.504918
C,0.504918
A,0.474866
C,0.474866
A,0.505889
C,0.505889
A,0.476877
C,0.476877
A,0.506556
C,0.506556
A,0.474802
C,0.474802
A,0.505520
C,0.505520
A,0.475723
C,0.475723
A,0.505293
C,0.505293
A,0.473900
C,0.473900
A,0.504605
C,0.504605
A,0.474448
C,0.474448
A,0.505361
C,0.505361
A,0.475118
C,0.475118
A,0.503577
C,0.503577
A,0.474664
C,0.474664
A,0.506012
C,0.506012
A,0.474540
C,0.474540
A,0.505563
C,0.505563
A,0.475911
C,0.475911
A,0.505655
C,0.505655
A,0.475583
C,0.475583
A,0.504483
C,0.504483
A,0.474956
C,0.474956
A,0.504517
C,0.504517
A,0.473665
C,0.473665
A,0.504963
C,0.504963
A,0.474506
C,0.474506
A,0.504395
C,0.504395
A,0.475750
C,0.475750
A,0.503847
C,0.503847
A,0.473438
C,0.473438
A,0.504183
C,0.504183
A,0.474382
C,0.474382
A,0.504305
C,0.504305
A,0.474571
C,0.474571
A,0.505310
C,0.505310
A,0.472469
C,0.472469
A,0.505163
C,0.505163
A,0.474499
C,0.474499
A,0.505100
C,0.505100
A,0.476129
C,0.476129
A,0.504898
C,0.504898
A,0.473505
C,0.473505
A,0.505186
C,0.505186
A,0.474618
C,0.474618
A,0.503393
C,0.503393
A,0.473189
C,0.473189
A,0.504722
C,0.504722
A,0.475164
C,0.475164
A,0.506667
C,0.506667
A,0.473748
C,0.473748
A,0.504465
C,0.504465
A,0.474458
C,0.474458
A,0.507185
C,0.507185
A,0.475724
C,0.475724
A,0.504696
C,0.504696
A,0.475202
C,0.475202
A,0.505536
C,0.505536
A,0.473445
C,0.473445
A,0.503424
C,0.503424
A,0.474796
C,0.474796
A,0.504770
C,0.504770
A,0.474913
C,0.474913
A,0.505621
C,0.505621
A,0.475922
C,0.475922
A,0.504681
C,0.504681
A,0.475528
C,0.475528
A,0.505744
C,0.505744
A,0.474422
C,0.474422
A,0.506433
C,0.506433
A,0.474224
C,0.474224
A,0.505366
C,0.505366
A,0.472937
C,0.472937
A,0.504773
C,0.504773
A,0.472737
C,0.472737
A,0.503812
C,0.503812
A,0.476835
C,0.476835
A,0.505312
C,0.505312
A,0.474992
C,0.474992
A,0.506104
C,0.506104
A,0.474503
C,0.474503
A,0.503660
C,0.503660
A,0.475124
C,0.475124
A,0.503130
C,0.503130
A,0.476878
C,0.476878
A,0.503195
C,0.503195
A,0.474238
C,0.474238
A,0.506491
C,0.506491
A,0.476404
C,0.476404
A,0.506676
C,0.506676
A,0.475029
C,0.475029
A,0.506092
C,0.506092
A,0.474851
C,0.474851
A,0.505870
C,0.505870
A,0.475687
C,0.475687
A,0.507315
C,0.507315
A,0.474400
C,0.474400
A,0.506368
C,0.506368
A,0.475275
C,0.475275
A,0.505993
C,0.505993
