TIC,TOC
0.000000,0.460349
0.021797,0.501466
0.062378,0.522286
0.105292,0.563722
0.126203,0.605567
0.167676,0.626576
0.188803,0.668194
0.229833,0.709704
0.271728,0.730649
0.292626,0.771820
0.333919,0.813814
0.375963,0.856047
0.417858,0.897594
0.458596,0.939017
0.500775,0.959350
0.542506,1.001206
0.563213,1.043015
0.605409,1.085511
0.646598,1.126562
0.688196,1.147475
0.730178,1.189531
0.749921,1.231547
0.792419,1.251945
0.834678,1.294077
0.875430,1.334951
0.896675,1.376519
0.938021,1.418941
0.980436,1.417916
0.938304,1.377002
0.916704,1.355903
0.876241,1.313943
0.834413,1.272339
0.792785,1.231367
0.750363,1.189416
0.709461,1.148146
0.688702,1.126575
0.646473,1.084970
0.605282,1.044175
0.563756,1.001290
0.542705,0.960067
0.500866,0.939155
0.459754,0.897051
0.438627,0.877196
0.397229,0.835200
0.354790,0.794288
0.334216,0.751849
0.292776,0.731062
0.250992,0.688906
0.230817,0.647335
0.188370,0.626376
0.146689,0.585621
0.104722,0.542859
0.084433,0.501245
0.043937,0.480664
0.001992,0.439334
-0.020350,0.397787
-0.061296,0.355685
-0.102061,0.334808
-0.145619,0.293325
-0.185430,0.251058
-0.227738,0.209466
-0.270035,0.209623
-0.228241,0.251728
-0.186016,0.293179
-0.144637,0.334985
-0.102786,0.355579
-0.082169,0.397378
-0.040207,0.438976
0.001493,0.481067
0.042011,0.501726
0.063786,0.543633
0.105375,0.585877
0.147482,0.625781
0.188942,0.648199
0.230040,0.689172
0.251231,0.730604
0.292488,0.771887
0.333912,0.793345
0.355218,0.834597
0.396984,0.855229
0.417263,0.897667
0.459374,0.939383
0.500499,0.980365
0.542225,1.001958
0.583839,1.044454
0.604716,1.085457
0.647224,1.126551
0.689170,1.168242
0.730758,1.190009
0.771460,1.230773
0.792210,1.272216
0.834009,1.293023
0.854808,1.336236
0.896161,1.376976
0.938569,1.397837
0.979833,1.438806
0.979830,1.397560
0.938436,1.376600
0.896683,1.334194
0.875124,1.314102
0.834152,1.272029
0.792551,1.231052
0.772441,1.188954
0.730021,1.167482
0.688065,1.126310
0.645998,1.084408
0.625276,1.064208
0.584212,1.022840
0.564036,0.981054
0.521587,0.959935
0.480594,0.917626
0.438264,0.876059
0.417550,0.835195
0.375585,0.813772
0.334216,0.771978
0.292530,0.730660
0.272051,0.710380
0.230514,0.668224
0.188445,0.627207
0.146486,0.584995
0.124913,0.543350
0.085147,0.522805
0.043990,0.480984
0.021985,0.439495
-0.020061,
