TIC,TOC
1.925054,2.049719
2.175033,2.299677
2.424992,2.549657
2.674970,2.799616
2.924928,3.049574
3.174887,3.299532
3.424845,3.549511
3.674825,3.799469
3.924783,4.049428
4.174741,4.299386
4.424699,4.549365
4.674679,4.799324
4.924637,5.049282
5.174595,5.299261
5.424554,5.549220
5.674533,5.799178
5.924492,6.049136
6.174450,6.299094
6.424408,6.549074
6.674366,6.799033
6.924324,7.048991
7.174303,7.298949
7.424261,7.548907
7.674221,7.798886
7.924178,8.048845
8.174158,8.298802
8.424116,8.548782
8.674095,8.798741
8.924054,9.048699
9.174054,9.298740
9.424074,9.548782
9.674117,9.798803
9.924158,10.048844
10.174199,10.298887
10.424221,10.548928
10.674263,10.798970
10.924304,11.048990
11.174345,11.299031
11.424387,11.549074
11.674429,11.799115
11.924449,12.049157
12.174491,12.299177
12.424533,12.549220
12.674554,12.799262
12.924596,13.049282
13.174637,13.299324
13.424678,13.549365
13.674720,13.799407
13.924741,14.049449
14.174783,14.299470
14.424825,14.549511
14.674845,14.799532
14.924888,15.049574
15.174908,15.299616
15.424950,15.549656
15.674991,15.799678
15.925033,16.049720
16.175055,16.299762
16.425095,16.549803
16.675137,16.799823
16.925178,17.049866
17.175199,17.299907
17.425241,17.549949
17.675282,17.799970
17.925325,18.050012
18.175324,18.299970
18.425282,18.549949
18.675241,18.799907
18.925199,19.049866
19.175157,19.299823
19.425137,19.549782
19.675094,19.799762
19.925054,20.049720
20.175032,20.299678
20.424991,20.549657
20.674950,20.799615
20.924928,21.049574
21.174887,21.299532
21.424846,21.549511
21.674824,21.799469
21.924782,22.049427
22.174741,22.299407
22.424699,22.549365
22.674678,22.799324
22.924637,23.049303
23.174596,23.299262
23.424575,23.549219
23.674533,23.799178
23.924491,24.049157
24.174469,24.299116
24.424429,24.549074
24.674387,24.799053
24.924346,25.049012
25.174304,25.298970
25.424283,25.548948
25.674262,25.798908
25.924222,26.048866
26.174179,26.298844
26.424137,26.548802
26.674096,26.798762
26.924075,27.048720
27.174074,27.298761
27.424116,27.548803
27.674137,27.798824
27.924179,28.048866
28.174221,28.298907
28.424241,28.548949
28.674283,28.798970
28.924325,29.049012
29.174367,29.299053
29.424408,29.549095
29.674429,29.799136
29.924470,30.049177
30.174511,30.299219
30.424554,30.549240
30.674595,30.799282
30.924616,31.049303
31.174658,
