type,peak
A,0.500865
C,0.500865
A,0.535007
C,0.535007
A,0.502598
C,0.502598
A,0.532525
C,0.532525
A,0.502854
C,0.502854
A,0.533418
C,0.533418
A,0.500876
C,0.500876
A,0.534172
C,0.534172
A,0.500856
C,0.500856
A,0.532913
C,0.532913
A,0.503359
C,0.503359
A,0.532934
C,0.532934
A,0.503417
C,0.503417
A,0.534955
C,0.534955
A,0.502531
C,0.502531
A,0.534364
C,0.534364
A,0.502461
C,0.502461
A,0.532343
C,0.532343
A,0.503235
C,0.503235
A,0.532953
C,0.532953
A,0.503149
C,0.503149
A,0.534275
C,0.534275
A,0.501044
C,0.501044
A,0.533985
C,0.533985
A,0.501206
C,0.501206
A,0.533157
C,0.533157
A,0.502274
C,0.502274
A,0.532868
C,0.532868
A,0.500788
C,0.500788
A,0.534446
C,0.534446
A,0.502410
C,0.502410
A,0.533886
C,0.533886
A,0.499243
C,0.499243
A,0.534657
C,0.534657
A,0.500156
C,0.500156
A,0.536375
C,0.536375
A,0.502328
C,0.502328
A,0.533608
C,0.533608
A,0.501072
C,0.501072
A,0.534011
C,0.534011
A,0.501892
C,0.501892
A,0.532767
C,0.532767
A,0.501406
C,0.501406
A,0.533051
C,0.533051
A,0.502193
C,0.502193
A,0.534036
C,0.534036
A,0.502610
C,0.502610
A,0.534768
C,0.534768
A,0.504348
C,0.504348
A,0.534125
C,0.534125
A,0.500628
C,0.500628
A,0.533543
C,0.533543
A,0.500018
C,0.500018
A,0.532816
C,0.532816
A,0.501442
C,0.501442
A,0.535461
C,0.535461
A,0.503201
C,0.503201
A,0.533455
C,0.533455
A,0.502707
C,0.502707
A,0.534261
C,0.534261
A,0.500255
C,0.500255
A,0.532591
C,0.532591
A,0.500416
C,0.500416
A,0.531394
C,0.531394
A,0.500853
C,0.500853
A,0.533329
C,0.533329
A,0.501774
C,0.501774
A,0.533979
C,0.533979
A,0.501948
C,0.501948
A,0.533295
C,0.533295
A,0.500893
C,0.500893
A,0.534406
C,0.534406
A,0.502728
C,0.502728
A,0.535370
C,0.535370
A,0.501278
C,0.501278
A,0.534251
C,0.534251
A,0.500637
C,0.500637
A,0.533857
C,0.533857
A,0.503420
C,0.503420
A,0.533416
C,0.533416
A,0.501603
C,0.501603
A,0.535361
C,0.535361
A,0.502556
C,0.502556
A,0.533493
C,0.533493
A,0.501765
C,0.501765
A,0.536344
C,0.536344
A,0.503213
C,0.503213
A,0.533296
C,0.533296
A,0.504197
C,0.504197
A,0.534372
C,0.534372
A,0.503202
C,0.503202
A,0.533474
C,0.533474
A,0.502417
C,0.502417
A,0.534937
C,0.534937
A,0.501561
C,0.501561
A,0.533332
C,0.533332
A,0.502480
C,0.502480
A,0.533753
C,0.533753
A,0.500879
C,0.500879
A,0.533852
C,0.533852
A,0.501704
C,0.501704
A,0.534651
C,0.534651
A,0.503917
C,0.503917
A,0.534733
C,0.534733
A,0.501801
C,0.501801
A,0.533551
C,0.533551
A,0.502808
C,0.502808
A,0.534592
C,0.534592
A,0.500560
C,0.500560
A,0.534418
C,0.534418
A,0.501846
C,0.501846
A,0.533514
C,0.533514
A,0.505187
C,0.505187
A,0.531925
C,0.531925
A,0.503230
C,0.503230
A,0.534348
C,0.534348
A,0.502274
C,0.502274
A,0.532603
C,0.532603
A,0.500906
C,0.500906
A,0.533157
C,0.533157
A,0.501819
C,0.501819
A,0.533549
C,0.533549
A,0.501619
C,0.501619
A,0.534088
C,0.534088
A,0.502012
C,0.502012
A,0.533311
C,0.533311
A,0.503040
C,0.503040
A,0.533544
C,0.533544
A,0.500880
C,0.500880
A,0.535100
C,0.535100
A,0.502166
C,0.502166
A,0.533356
C,0.533356
A,0.503606
C,0.503606
A,0.532073
C,0.532073
A,0.500627
C,0.500627
A,0.531772
C,0.531772
A,0.501845
C,0.501845
A,0.534261
C,0.534261
A,0.501763
C,0.501763
A,0.532151
C,0.532151
A,0.500778
C,0.500778
A,0.532217
C,0.532217
A,0.501132
C,0.501132
A,0.532684
C,0.532684
A,0.501337
C,0.501337
A,0.533351
C,0.533351
A,0.503402
C,0.503402
