type,peak
A,0.504870
C,0.504870
A,0.415985
C,0.214921
A,0.504471
C,0.504471
A,0.419769
C,0.214131
A,0.505088
C,0.505088
A,0.417607
C,0.216046
A,0.504487
C,0.504487
A,0.418129
C,0.214858
A,0.504681
C,0.504681
A,0.415799
C,0.212934
A,0.505039
C,0.505039
A,0.418361
C,0.212969
A,0.506020
C,0.506020
A,0.417977
C,0.213349
A,0.504403
C,0.504403
A,0.417902
C,0.213876
A,0.505454
C,0.505454
A,0.417641
C,0.213088
A,0.505261
C,0.505261
A,0.417456
C,0.212910
A,0.503375
C,0.503375
A,0.418771
C,0.212060
A,0.504755
C,0.504755
A,0.417997
C,0.213065
A,0.504875
C,0.504875
A,0.417137
C,0.212017
A,0.505056
C,0.505056
A,0.416499
C,0.212622
A,0.506776
C,0.506776
A,0.417355
C,0.211862
A,0.503163
C,0.503163
A,0.417276
C,0.212845
A,0.504472
C,0.504472
A,0.417456
C,0.212435
A,0.504795
C,0.504795
A,0.418516
C,0.213143
A,0.504790
C,0.504790
A,0.417560
C,0.216061
A,0.504276
C,0.504276
A,0.417693
C,0.212824
A,0.503620
C,0.503620
A,0.418006
C,0.213634
A,0.505430
C,0.505430
A,0.416336
C,0.213394
A,0.504423
C,0.504423
A,0.417776
C,0.213675
A,0.505778
C,0.505778
A,0.417152
C,0.213001
A,0.505355
C,0.505355
A,0.416870
C,0.213383
A,0.506026
C,0.506026
A,0.417643
C,0.211221
A,0.505107
C,0.505107
A,0.417128
C,0.213256
A,0.506628
C,0.506628
A,0.416169
C,0.212370
A,0.506134
C,0.506134
A,0.418630
C,0.213887
A,0.504136
C,0.504136
A,0.417514
C,0.213768
A,0.503987
C,0.503987
A,0.417927
C,0.213401
A,0.504199
C,0.504199
A,0.417091
C,0.212388
A,0.504096
C,0.504096
A,0.417390
C,0.213348
A,0.506642
C,0.506642
A,0.417973
C,0.213192
A,0.503554
C,0.503554
A,0.416297
C,0.214249
A,0.503389
C,0.503389
A,0.417388
C,0.212703
A,0.504176
C,0.504176
A,0.418553
C,0.212293
A,0.505101
C,0.505101
A,0.417418
C,0.212760
A,0.503517
C,0.503517
A,0.418432
C,0.215362
A,0.505283
C,0.505283
A,0.417209
C,0.214504
A,0.506277
C,0.506277
A,0.418182
C,0.211581
A,0.505501
C,0.505501
A,0.418686
C,0.214060
A,0.505288
C,0.505288
A,0.417460
C,0.213114
A,0.506498
C,0.506498
A,0.416451
C,0.212231
A,0.503656
C,0.503656
A,0.417328
C,0.212789
A,0.504039
C,0.504039
A,0.417245
C,0.214959
A,0.504630
C,0.504630
A,0.417267
C,0.212931
A,0.505251
C,0.505251
A,0.417515
C,0.213361
A,0.504543
C,0.504543
A,0.417748
C,0.212713
A,0.505793
C,0.505793
A,0.418097
C,0.213334
A,0.505258
C,0.505258
A,0.418092
C,0.212422
A,0.505460
C,0.505460
A,0.417273
C,0.215447
A,0.505834
C,0.505834
A,0.417141
C,0.214339
A,0.504141
C,0.504141
A,0.418260
C,0.213824
A,0.506683
C,0.506683
A,0.416609
C,0.214261
A,0.505927
C,0.505927
A,0.416387
C,0.212736
A,0.503747
C,0.503747
A,0.417572
C,0.213796
A,0.504471
C,0.504471
A,0.419334
C,0.214122
A,0.506193
C,0.506193
A,0.419798
C,0.215435
A,0.505340
C,0.505340
A,0.417836
C,0.213930
A,0.504969
C,0.504969
A,0.416725
C,0.212331
A,0.504836
C,0.504836
A,0.418771
C,0.212786
A,0.506015
C,0.506015
A,0.418552
C,0.213625
A,0.505130
C,0.505130
A,0.418122
C,0.213346
A,0.505073
C,0.505073
A,0.417711
C,0.212156
A,0.504394
C,0.504394
A,0.419054
C,0.213765
A,0.505078
C,0.505078
A,0.416939
C,0.212430
A,0.505094
C,0.505094
A,0.417838
C,0.213450
A,0.506071
C,0.506071
A,0.419409
C,0.213609
A,0.506425
C,0.506425
A,0.418628
C,0.213778
A,0.505268
C,0.505268
A,0.416356
C,0.213040
A,0.503863
C,0.503863
A,0.416414
C,0.214899
A,0.505481
C,0.505481
A,0.418620
C,0.213781
A,0.504268
C,0.504268
A,0.417097
C,0.214609
A,0.504350
C,0.504350
A,0.417859
C,0.213406
A,0.505161
C,0.505161
A,0.417459
C,0.212868
A,0.505347
C,0.505347
A,0.417599
C,0.212838
A,0.504945
C,0.504945
A,0.416303
C,0.215277
A,0.506499
C,0.506499
A,0.418448
C,0.214191
A,0.506368
C,0.506368
A,0.417370
C,0.214041
A,0.504981
C,0.504981
A,0.418608
C,0.212901
A,0.506251
C,0.506251
A,0.418264
C,0.214277
A,0.505439
C,0.505439
A,0.418392
C,0.214804
A,0.507416
C,0.507416
A,0.417601
C,0.212690
A,0.504426
C,0.504426
A,0.419762
C,0.213068
A,0.505089
C,0.505089
A,0.418070
C,0.214052
A,0.505368
C,0.505368
A,0.415718
C,0.214402
A,0.504845
C,0.504845
A,0.418896
C,0.213736
A,0.506857
C,0.506857
A,0.416699
C,0.213996
A,0.504135
C,0.504135
A,0.416995
C,0.212756
A,0.504273
C,0.504273
A,0.418241
C,0.213167
A,0.505023
C,0.505023
A,0.418022
C,0.210839
A,0.504470
C,0.504470
A,0.415435
C,0.213571
A,0.505819
C,0.505819
A,0.417062
C,0.212116
A,0.504939
C,0.504939
A,0.418650
C,0.213180
A,0.506255
C,0.506255
A,0.418206
C,0.212864
A,0.504216
C,0.504216
A,0.416528
C,0.213595
A,0.504809
C,0.504809
A,0.417350
C,0.212877
A,0.506037
C,0.506037
A,0.416466
C,0.212073
A,0.506143
C,0.506143
A,0.417166
C,0.212417
A,0.504073
C,0.504073
A,0.417848
C,0.214338
A,0.505024
C,0.505024
A,0.416957
C,0.213482
A,0.503955
C,0.503955
A,0.418023
C,0.213439
A,0.505383
C,0.505383
A,0.418703
C,0.211374
A,0.505787
C,0.505787
A,0.416608
C,0.212315
A,0.504324
C,0.504324
A,0.417007
C,0.214116
A,0.505027
C,0.505027
A,0.417619
C,0.212485
A,0.504608
C,0.504608
A,0.417926
C,0.213482
A,0.505544
C,0.505544
A,0.416232
C,0.214676
A,0.505548
C,0.505548
