TIC,TOC
1.802157,1.927658
2.052470,2.177971
2.302782,2.428283
2.553095,2.678595
2.803406,2.928907
3.053719,3.179199
3.304012,3.429512
3.554324,3.679824
3.804636,3.930137
4.054928,4.180428
4.305240,4.430741
4.555552,4.681053
4.805864,4.931366
5.056178,5.181678
5.306490,5.431991
5.556781,5.682283
5.807094,5.932595
6.057407,6.182908
6.307719,6.433220
6.558032,6.683533
6.808343,6.933845
7.058656,7.184158
7.308948,7.434450
7.559260,7.684762
7.809574,7.935074
8.059885,8.185387
8.310177,8.435678
8.560489,8.685991
8.810802,8.936303
9.061115,9.186616
9.311407,9.436908
9.561719,9.687221
9.812032,9.937532
10.062344,10.187845
10.312636,10.438137
10.562949,10.688449
10.813260,10.938762
11.063573,11.189074
11.313886,11.439387
11.564199,11.689699
11.814489,11.940012
12.064803,12.190304
12.315115,12.440616
12.565428,12.690929
12.815720,12.941241
13.066032,13.191532
13.316344,13.441844
13.566657,13.692157
13.816948,13.942449
14.067261,14.192762
14.317573,14.443074
14.567886,14.693386
14.818178,14.943679
15.068489,15.193991
15.318803,15.444304
15.569114,15.694616
15.819427,15.944908
16.069718,16.195220
16.320031,16.445532
16.570345,16.695846
16.820635,16.946138
17.070949,17.196449
17.321261,17.446761
17.571553,17.697075
17.821866,17.947366
18.072177,18.197678
18.322490,18.447991
18.572802,18.698303
18.823115,18.948615
19.073407,19.198908
19.323719,19.449220
19.574032,19.699532
19.824323,19.949845
20.074635,20.200137
20.324948,20.450449
20.575261,20.700762
20.825573,20.951074
21.075865,21.201365
