TIC,TOC
1.802178,1.927658
2.052428,2.177929
2.302699,2.428178
2.552949,2.678429
2.803178,2.928657
3.053407,3.178908
3.303657,3.429116
3.553866,3.679346
3.804074,3.929532
4.054282,4.179741
4.304469,4.429928
4.554657,4.680117
4.804845,4.930304
5.055032,5.180471
5.305199,5.430637
5.555366,5.680803
5.805511,5.930970
6.055678,6.181116
6.305824,6.431263
6.555970,6.681386
6.806095,6.931533
7.056241,7.181659
7.306366,7.431804
7.556491,7.681908
7.806616,7.932031
8.056720,8.182137
8.306845,8.432241
8.556949,8.682366
8.807053,8.932450
9.057137,9.182553
9.307240,9.432638
9.557324,9.682741
9.807428,9.932825
10.057511,10.182908
10.307594,10.432992
10.557656,10.683054
10.807739,10.933137
11.057802,11.183220
11.307886,11.433284
11.557949,11.683346
11.808012,11.933408
12.058074,12.183471
12.308136,12.433533
12.558198,12.683595
12.808240,12.933636
13.058304,13.183679
13.308345,13.433742
13.558386,13.683783
13.808449,13.933825
14.058490,14.183866
14.308532,14.433908
14.558574,14.683950
14.808594,14.933991
15.058636,15.184033
15.308679,15.434054
15.558719,15.684096
15.808740,15.934115
16.058762,16.184137
16.308803,16.434178
16.558824,16.684199
16.808866,16.934242
17.058886,17.184261
17.308906,17.434283
17.558928,17.684303
17.808949,17.934324
18.058970,18.184345
18.308991,18.434366
18.559010,18.684366
18.809012,18.934387
19.059032,19.184407
19.309053,19.434429
19.559052,19.684429
19.809074,19.934450
20.059094,20.184449
20.309095,20.434471
20.559116,20.684470
20.809115,20.934491
21.059136,21.184491
21.309135,21.434512
21.559136,21.684512
21.809157,21.934532
22.059158,22.184533
22.309157,22.434533
22.559157,22.684532
22.809157,22.934533
23.059158,23.184533
23.309157,23.434533
23.559157,23.684534
23.809157,23.934512
24.059156,24.184512
24.309157,24.434512
24.559158,24.684512
24.809157,24.934511
25.059158,25.184512
25.309157,25.434512
25.559157,25.684513
25.809157,25.934512
26.059137,26.184491
26.309136,26.434491
26.559115,26.684491
26.809116,26.934470
27.059115,27.184469
27.309095,27.434470
27.559095,27.684471
27.809094,27.934450
28.059095,28.184450
28.309095,28.434450
28.559074,28.684450
28.809074,28.934428
29.059053,29.184408
29.309053,29.434408
29.559032,29.684409
29.809033,29.934386
30.059033,30.184387
30.309011,30.434387
30.559012,30.684366
30.808990,30.934346
31.058991,
